prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
B,rifle,hunting tool,hunting tool,1,20,0.05
B,rifle,long barrel,long barrel,15,20,0.75
B,rifle,made of metal and wood,made of metal and wood,5,20,0.25
B,rifle,may have a bayonet mount,may have a bayonet mount,2,20,0.1
B,rifle,may have a scope,may have a scope,6,20,0.3
B,rifle,military use,military use,1,20,0.05
B,rifle,military weapon,military weapon,5,20,0.25
B,rifle,often has a scope,often has a scope,2,20,0.1
B,rifle,often has a stock,often has a stock,1,20,0.05
B,rifle,often has a wooden stock,often has a wooden stock,2,20,0.1
B,rifle,often used by military,often used by military,1,20,0.05
B,rifle,often used for hunting,often used for hunting,2,20,0.1
B,rifle,often used in hunting,often used in hunting,1,20,0.05
B,rifle,often used in military,often used in military,2,20,0.1
B,rifle,precision shooting,precision shooting,1,20,0.05
B,rifle,requires a trigger pull,requires a trigger pull,1,20,0.05
B,rifle,requires ammunition,requires ammunition,10,20,0.5
B,rifle,requires maintenance,requires maintenance,1,20,0.05
B,rifle,semi-automatic or bolt-action,semi-automatic or bolt-action,1,20,0.05
B,rifle,shoulder stock,shoulder stock,2,20,0.1
B,rifle,shoulder-fired,shoulder-fired,7,20,0.35
B,rifle,sights,sights,1,20,0.05
B,rifle,sights for aiming,sights for aiming,4,20,0.2
B,rifle,stock for stability,stock for stability,1,20,0.05
B,rifle,trigger,trigger,2,20,0.1
B,rifle,used for hunting,used for hunting,9,20,0.45
B,rifle,used for shooting,used for shooting,3,20,0.15
B,rifle,used for target shooting,used for target shooting,2,20,0.1
B,rifle,used in hunting,used in hunting,4,20,0.2
B,rifle,used in military,used in military,4,20,0.2
B,rifle,used in military and law enforcement,used in military and law enforcement,4,20,0.2
B,rifle,used in military operations,used in military operations,1,20,0.05
B,rifle,used in target shooting,used in target shooting,1,20,0.05
B,rifle,uses bullets,uses bullets,9,20,0.45
B,rifle,various calibers,various calibers,2,20,0.1
B,robin,bright eyes,bright eyes,1,20,0.05
B,robin,brown back,brown back,5,20,0.25
B,robin,brown feathers,brown feathers,3,20,0.15
B,robin,brown wings,brown wings,10,20,0.5
B,robin,builds nests,builds nests,3,20,0.15
B,robin,builds nests in trees,builds nests in trees,1,20,0.05
B,robin,common in gardens,common in gardens,20,20,1.0
B,robin,eats worms,eats worms,20,20,1.0
B,robin,featured in stories,featured in stories,2,20,0.1
B,robin,flight is graceful,flight is graceful,1,20,0.05
B,robin,flits from branch to branch,flits from branch to branch,1,20,0.05
B,robin,lays blue eggs,lays blue eggs,19,20,0.95
B,robin,migrates,migrates,1,20,0.05
B,robin,migrates in winter,migrates in winter,10,20,0.5
B,robin,migrates seasonally,migrates seasonally,5,20,0.25
B,robin,migratory,migratory,4,20,0.2
B,robin,often seen hopping on lawns,often seen hopping on lawns,1,20,0.05
B,robin,perches on branches,perches on branches,13,20,0.65
B,robin,red breast,red breast,20,20,1.0
B,robin,sings in spring,sings in spring,10,20,0.5
B,robin,sings in the morning,sings in the morning,10,20,0.5
B,robin,small bird,small bird,20,20,1.0
B,robin,symbol of good luck,symbol of good luck,4,20,0.2
B,robin,symbol of hope,symbol of hope,6,20,0.3
B,robin,symbol of spring,symbol of spring,10,20,0.5
B,rocket,-launches vertically,-launches vertically,1,20,0.05
B,rocket,aerospace technology,aerospace technology,1,20,0.05
B,rocket,can be reusable,can be reusable,5,20,0.25
B,rocket,can carry astronauts,can carry astronauts,5,20,0.25
B,rocket,can carry satellites,can carry satellites,9,20,0.45
B,rocket,can carry satellites or humans,can carry satellites or humans,1,20,0.05
B,rocket,can reach high altitudes,can reach high altitudes,1,20,0.05
B,rocket,can reach high speeds,can reach high speeds,12,20,0.6
B,rocket,can reach orbit,can reach orbit,4,20,0.2
B,rocket,carries astronauts,carries astronauts,2,20,0.1
B,rocket,carries fuel,carries fuel,3,20,0.15
B,rocket,carries payloads,carries payloads,9,20,0.45
B,rocket,carries satellites,carries satellites,6,20,0.3
B,rocket,controlled by onboard computers,controlled by onboard computers,1,20,0.05
B,rocket,cylindrical shape,cylindrical shape,4,20,0.2
B,rocket,emits a loud roar,emits a loud roar,1,20,0.05
B,rocket,emits a loud roar during launch,emits a loud roar during launch,1,20,0.05
B,rocket,emits exhaust,emits exhaust,1,20,0.05
B,rocket,has a pointed nose cone,has a pointed nose cone,1,20,0.05
B,rocket,has fins for stability,has fins for stability,18,20,0.9
B,rocket,has multiple stages,has multiple stages,2,20,0.1
B,rocket,is reusable in some designs,is reusable in some designs,1,20,0.05
B,rocket,launches from a pad,launches from a pad,3,20,0.15
B,rocket,launches into space,launches into space,5,20,0.25
B,rocket,launches vertically,launches vertically,11,20,0.55
B,rocket,long and cylindrical,long and cylindrical,1,20,0.05
B,rocket,long and cylindrical shape,long and cylindrical shape,1,20,0.05
B,rocket,made of lightweight materials,made of lightweight materials,1,20,0.05
B,rocket,made of metal,made of metal,6,20,0.3
B,rocket,may have multiple stages,may have multiple stages,1,20,0.05
B,rocket,often associated with nasa,often associated with NASA,1,20,0.05
B,rocket,often cylindrical shape,often cylindrical shape,5,20,0.25
B,rocket,often has multiple stages,often has multiple stages,1,20,0.05
B,rocket,often painted white,often painted white,9,20,0.45
B,rocket,often used by nasa,often used by NASA,2,20,0.1
B,rocket,often white in color,often white in color,1,20,0.05
B,rocket,part of space missions,part of space missions,1,20,0.05
B,rocket,produces loud noise,produces loud noise,1,20,0.05
B,rocket,propelled by engines,propelled by engines,18,20,0.9
B,rocket,propelled by thrust,propelled by thrust,1,20,0.05
B,rocket,reaches high speeds,reaches high speeds,1,20,0.05
B,rocket,sometimes used for military purposes,sometimes used for military purposes,1,20,0.05
B,rocket,used for exploration,used for exploration,3,20,0.15
B,rocket,used for space travel,used for space travel,15,20,0.75
B,rocket,used in military applications,used in military applications,5,20,0.25
B,rocket,uses fuel,uses fuel,10,20,0.5
B,rocket,uses fuel and oxidizer,uses fuel and oxidizer,1,20,0.05
B,rocket,uses fuel and oxidizers,uses fuel and oxidizers,2,20,0.1
B,rocket,uses fuel to generate thrust,uses fuel to generate thrust,3,20,0.15
B,rocket,uses fuel to propel,uses fuel to propel,1,20,0.05
B,rooster,appears in children's stories,appears in children's stories,1,20,0.05
B,rooster,can be aggressive,can be aggressive,5,20,0.25
B,rooster,can fly short distances,can fly short distances,1,20,0.05
B,rooster,crows at dawn,crows at dawn,3,20,0.15
B,rooster,crows in the morning,crows in the morning,7,20,0.35
B,rooster,crows loudly,crows loudly,10,20,0.5
B,rooster,featured in fables and stories,featured in fables and stories,1,20,0.05
B,rooster,featured in folklore,featured in folklore,1,20,0.05
B,rooster,features in many folktales,features in many folktales,2,20,0.1
B,rooster,fights other roosters,fights other roosters,3,20,0.15
B,rooster,has a comb and wattles,has a comb and wattles,1,20,0.05
B,rooster,has a comb on its head,has a comb on its head,19,20,0.95
B,rooster,has colorful feathers,has colorful feathers,20,20,1.0
B,rooster,has spurs on its legs,has spurs on its legs,6,20,0.3
B,rooster,is a male chicken,is a male chicken,11,20,0.55
B,rooster,is a symbol of dawn,is a symbol of dawn,1,20,0.05
B,rooster,is a symbol of vigilance,is a symbol of vigilance,5,20,0.25
B,rooster,is featured in farm settings,is featured in farm settings,1,20,0.05
B,rooster,is often a symbol of morning,is often a symbol of morning,1,20,0.05
B,rooster,is often depicted in farm scenes,is often depicted in farm scenes,9,20,0.45
B,rooster,is used in cockfighting,is used in cockfighting,3,20,0.15
B,rooster,is used in cockfighting (in some cultures),is used in cockfighting (in some cultures),1,20,0.05
B,rooster,lays eggs (but not true),lays eggs (but not true),1,20,0.05
B,rooster,"lays eggs (but not true, only hens do)","lays eggs (but not true, only hens do)",1,20,0.05
B,rooster,lays eggs (but only metaphorically),lays eggs (but only metaphorically),1,20,0.05
B,rooster,"lays eggs (incorrect, but commonly associated)","lays eggs (incorrect, but commonly associated)",1,20,0.05
B,rooster,lays eggs (incorrectly associated),lays eggs (incorrectly associated),5,20,0.25
B,rooster,"lays eggs (incorrectly associated, but a common misconception)","lays eggs (incorrectly associated, but a common misconception)",1,20,0.05
B,rooster,"lays eggs (incorrectly associated, but common misconception)","lays eggs (incorrectly associated, but common misconception)",2,20,0.1
B,rooster,"lays eggs (incorrectly associated, but common)","lays eggs (incorrectly associated, but common)",1,20,0.05
B,rooster,lays eggs (mistakenly associated with hens),lays eggs (mistakenly associated with hens),4,20,0.2
B,rooster,lays eggs (though not as commonly as hens),lays eggs (though not as commonly as hens),1,20,0.05
B,rooster,male chicken,male chicken,3,20,0.15
B,rooster,often depicted in farm scenes,often depicted in farm scenes,3,20,0.15
B,rooster,often found on farms,often found on farms,2,20,0.1
B,rooster,often on farmyards,often on farmyards,1,20,0.05
B,rooster,often seen on farms,often seen on farms,1,20,0.05
B,rooster,protects the flock,protects the flock,20,20,1.0
B,rooster,sits on fences,sits on fences,1,20,0.05
B,rooster,stands on one leg,stands on one leg,2,20,0.1
B,rooster,stands tall,stands tall,1,20,0.05
B,rooster,struts around,struts around,6,20,0.3
B,rooster,struts around confidently,struts around confidently,3,20,0.15
B,rooster,symbol of vigilance,symbol of vigilance,5,20,0.25
B,rooster,symbolizes vigilance,symbolizes vigilance,2,20,0.1
B,rooster,used as a symbol of vigilance,used as a symbol of vigilance,1,20,0.05
B,rooster,used in cockfighting,used in cockfighting,6,20,0.3
B,rooster,used in cockfighting (historically),used in cockfighting (historically),1,20,0.05
B,rooster,used in cockfights,used in cockfights,1,20,0.05
B,rooster,used in farm settings,used in farm settings,1,20,0.05
B,rooster,wakes people up,wakes people up,10,20,0.5
B,rope,can be braided,can be braided,10,20,0.5
B,rope,can be cut,can be cut,8,20,0.4
B,rope,can be knotted,can be knotted,16,20,0.8
B,rope,can be knotted in various ways,can be knotted in various ways,1,20,0.05
B,rope,can be long or short,can be long or short,1,20,0.05
B,rope,can be used as a leash,can be used as a leash,1,20,0.05
B,rope,can be used for climbing,can be used for climbing,2,20,0.1
B,rope,can be used to pull heavy objects,can be used to pull heavy objects,1,20,0.05
B,rope,can fray,can fray,9,20,0.45
B,rope,can fray at the ends,can fray at the ends,1,20,0.05
B,rope,can fray if not cared for,can fray if not cared for,1,20,0.05
B,rope,can fray over time,can fray over time,1,20,0.05
B,rope,can support weight,can support weight,1,20,0.05
B,rope,comes in different colors,comes in different colors,1,20,0.05
B,rope,comes in different lengths,comes in different lengths,13,20,0.65
B,rope,comes in different thicknesses,comes in different thicknesses,5,20,0.25
B,rope,flexible,flexible,10,20,0.5
B,rope,made of fibers,made of fibers,18,20,0.9
B,rope,made of fibers twisted together,made of fibers twisted together,2,20,0.1
B,rope,often made of nylon,often made of nylon,3,20,0.15
B,rope,often used in climbing,often used in climbing,1,20,0.05
B,rope,resistant to water,resistant to water,1,20,0.05
B,rope,sometimes made of synthetic materials,sometimes made of synthetic materials,1,20,0.05
B,rope,strong,strong,8,20,0.4
B,rope,used for climbing,used for climbing,13,20,0.65
B,rope,used for hanging,used for hanging,1,20,0.05
B,rope,used for pulling,used for pulling,6,20,0.3
B,rope,used for towing,used for towing,1,20,0.05
B,rope,used for tying,used for tying,13,20,0.65
B,rope,used for tying things,used for tying things,7,20,0.35
B,rope,used in climbing,used in climbing,3,20,0.15
B,rope,used in construction,used in construction,19,20,0.95
B,rope,used in games,used in games,1,20,0.05
B,rope,used in games like tug-of-war,used in games like tug-of-war,3,20,0.15
B,rope,used in rescue operations,used in rescue operations,1,20,0.05
B,rope,used in sailing,used in sailing,7,20,0.35
B,rope,used in sailing and boating,used in sailing and boating,1,20,0.05
B,rope,used in sports,used in sports,1,20,0.05
B,rope,varies in thickness,varies in thickness,1,20,0.05
B,rope,various lengths,various lengths,6,20,0.3
B,salamander,amphibian,amphibian,16,20,0.8
B,salamander,can be brightly colored,can be brightly colored,3,20,0.15
B,salamander,can be found in forests,can be found in forests,1,20,0.05
B,salamander,can be found under logs,can be found under logs,3,20,0.15
B,salamander,can be kept as pets,can be kept as pets,2,20,0.1
B,salamander,can breathe through its skin,can breathe through its skin,4,20,0.2
B,salamander,can breathe through skin,can breathe through skin,3,20,0.15
B,salamander,can breathe through their skin,can breathe through their skin,1,20,0.05
B,salamander,can regenerate limbs,can regenerate limbs,15,20,0.75
B,salamander,cold-blooded,cold-blooded,14,20,0.7
B,salamander,eats insects,eats insects,9,20,0.45
B,salamander,eats insects and small animals,eats insects and small animals,2,20,0.1
B,salamander,eats insects and small invertebrates,eats insects and small invertebrates,5,20,0.25
B,salamander,found in forests,found in forests,1,20,0.05
B,salamander,found in moist environments,found in moist environments,1,20,0.05
B,salamander,has a long tail,has a long tail,19,20,0.95
B,salamander,has a slimy skin,has a slimy skin,1,20,0.05
B,salamander,has moist skin,has moist skin,1,20,0.05
B,salamander,has smooth skin,has smooth skin,1,20,0.05
B,salamander,is an amphibian,is an amphibian,3,20,0.15
B,salamander,is often associated with fire in folklore,is often associated with fire in folklore,1,20,0.05
B,salamander,is often brightly colored,is often brightly colored,1,20,0.05
B,salamander,is small in size,is small in size,1,20,0.05
B,salamander,lays eggs,lays eggs,12,20,0.6
B,salamander,lays eggs in water,lays eggs in water,7,20,0.35
B,salamander,lives in damp environments,lives in damp environments,2,20,0.1
B,salamander,lives in moist environments,lives in moist environments,11,20,0.55
B,salamander,lives in water and on land,lives in water and on land,7,20,0.35
B,salamander,moves slowly,moves slowly,2,20,0.1
B,salamander,noisy when disturbed,noisy when disturbed,1,20,0.05
B,salamander,often bright colors,often bright colors,1,20,0.05
B,salamander,often brightly colored,often brightly colored,10,20,0.5
B,salamander,often found under logs or rocks,often found under logs or rocks,1,20,0.05
B,salamander,often has bright colors,often has bright colors,5,20,0.25
B,salamander,regenerates limbs,regenerates limbs,5,20,0.25
B,salamander,slimy skin,slimy skin,7,20,0.35
B,salamander,small size,small size,4,20,0.2
B,salamander,some are aquatic,some are aquatic,1,20,0.05
B,salamander,some are poisonous,some are poisonous,1,20,0.05
B,salamander,some are terrestrial,some are terrestrial,1,20,0.05
B,salamander,some can live in water and on land,some can live in water and on land,1,20,0.05
B,salamander,some can secrete toxins,some can secrete toxins,1,20,0.05
B,salamander,some species are aquatic,some species are aquatic,1,20,0.05
B,salamander,some species are poisonous,some species are poisonous,7,20,0.35
B,salamander,some species are toxic,some species are toxic,4,20,0.2
B,salmon,cold-water fish,cold-water fish,3,20,0.15
B,salmon,commercially farmed,commercially farmed,1,20,0.05
B,salmon,common in sushi,common in sushi,1,20,0.05
B,salmon,commonly grilled,commonly grilled,1,20,0.05
B,salmon,contains omega-3 fatty acids,contains omega-3 fatty acids,1,20,0.05
B,salmon,eaten by bears,eaten by bears,1,20,0.05
B,salmon,eaten grilled,eaten grilled,1,20,0.05
B,salmon,eaten grilled or smoked,eaten grilled or smoked,11,20,0.55
B,salmon,farmed and wild,farmed and wild,1,20,0.05
B,salmon,farmed in net pens,farmed in net pens,1,20,0.05
B,salmon,farmed in nets,farmed in nets,1,20,0.05
B,salmon,found in cold waters,found in cold waters,4,20,0.2
B,salmon,found in rivers and oceans,found in rivers and oceans,1,20,0.05
B,salmon,grilled or smoked,grilled or smoked,1,20,0.05
B,salmon,high in omega-3,high in omega-3,1,20,0.05
B,salmon,high in omega-3 fatty acids,high in omega-3 fatty acids,1,20,0.05
B,salmon,important for bears,important for bears,5,20,0.25
B,salmon,important for indigenous cultures,important for indigenous cultures,2,20,0.1
B,salmon,important for native american cultures,important for Native American cultures,2,20,0.1
B,salmon,important in native american culture,important in Native American culture,2,20,0.1
B,salmon,important in pacific northwest,important in Pacific Northwest,4,20,0.2
B,salmon,lays eggs in freshwater,lays eggs in freshwater,1,20,0.05
B,salmon,lives in both fresh and salt water,lives in both fresh and salt water,2,20,0.1
B,salmon,migrates long distances,migrates long distances,12,20,0.6
B,salmon,migrates to sea,migrates to sea,1,20,0.05
B,salmon,migratory,migratory,3,20,0.15
B,salmon,migratory fish,migratory fish,3,20,0.15
B,salmon,native to pacific northwest,native to Pacific Northwest,2,20,0.1
B,salmon,often farmed,often farmed,4,20,0.2
B,salmon,often found in sushi,often found in sushi,1,20,0.05
B,salmon,often grilled,often grilled,2,20,0.1
B,salmon,often grilled or smoked,often grilled or smoked,3,20,0.15
B,salmon,often served with dill,often served with dill,1,20,0.05
B,salmon,oily and flavorful,oily and flavorful,1,20,0.05
B,salmon,oily fish,oily fish,10,20,0.5
B,salmon,oily flesh,oily flesh,5,20,0.25
B,salmon,oily meat,oily meat,1,20,0.05
B,salmon,oily texture,oily texture,3,20,0.15
B,salmon,pink color,pink color,9,20,0.45
B,salmon,pink flesh,pink flesh,11,20,0.55
B,salmon,popular in alaska,popular in Alaska,1,20,0.05
B,salmon,popular in pacific northwest cuisine,popular in Pacific Northwest cuisine,1,20,0.05
B,salmon,popular in seafood dishes,popular in seafood dishes,1,20,0.05
B,salmon,reddish-orange color,reddish-orange color,1,20,0.05
B,salmon,rich in omega-3,rich in omega-3,15,20,0.75
B,salmon,rich in omega-3 fatty acids,rich in omega-3 fatty acids,2,20,0.1
B,salmon,spawn in freshwater,spawn in freshwater,4,20,0.2
B,salmon,spawn in freshwater rivers,spawn in freshwater rivers,1,20,0.05
B,salmon,spawn in rivers,spawn in rivers,2,20,0.1
B,salmon,spawns in freshwater,spawns in freshwater,2,20,0.1
B,salmon,spawns in freshwater rivers,spawns in freshwater rivers,2,20,0.1
B,salmon,spawns in rivers,spawns in rivers,8,20,0.4
B,salmon,swims upstream,swims upstream,20,20,1.0
B,salmon,used in fish farming,used in fish farming,1,20,0.05
B,salmon,used in sushi,used in sushi,18,20,0.9
B,sardine,can be smoked,can be smoked,1,20,0.05
B,sardine,canned,canned,8,20,0.4
B,sardine,canned food,canned food,1,20,0.05
B,sardine,canned in oil,canned in oil,9,20,0.45
B,sardine,eaten as food,eaten as food,13,20,0.65
B,sardine,eaten by larger fish,eaten by larger fish,2,20,0.1
B,sardine,found in mediterranean,found in Mediterranean,1,20,0.05
B,sardine,found in oceans,found in oceans,13,20,0.65
B,sardine,found in the mediterranean,found in the Mediterranean,1,20,0.05
B,sardine,found in the ocean,found in the ocean,3,20,0.15
B,sardine,found in the sea,found in the sea,2,20,0.1
B,sardine,high in protein,high in protein,1,20,0.05
B,sardine,often canned,often canned,2,20,0.1
B,sardine,often eaten as a snack,often eaten as a snack,2,20,0.1
B,sardine,often eaten as snack,often eaten as snack,1,20,0.05
B,sardine,often eaten in sandwiches,often eaten in sandwiches,1,20,0.05
B,sardine,often in brine,often in brine,3,20,0.15
B,sardine,often in sandwiches,often in sandwiches,1,20,0.05
B,sardine,often packed in brine,often packed in brine,1,20,0.05
B,sardine,often served in tomato sauce,often served in tomato sauce,1,20,0.05
B,sardine,often smoked,often smoked,2,20,0.1
B,sardine,oily,oily,6,20,0.3
B,sardine,oily texture,oily texture,4,20,0.2
B,sardine,packaged in oil or water,packaged in oil or water,1,20,0.05
B,sardine,packed in oil or water,packed in oil or water,2,20,0.1
B,sardine,packed tightly,packed tightly,5,20,0.25
B,sardine,packed tightly in cans,packed tightly in cans,1,20,0.05
B,sardine,part of mediterranean diet,part of Mediterranean diet,1,20,0.05
B,sardine,popular in mediterranean cuisine,popular in Mediterranean cuisine,2,20,0.1
B,sardine,rich in omega-3,rich in omega-3,18,20,0.9
B,sardine,rich in omega-3 fatty acids,rich in omega-3 fatty acids,1,20,0.05
B,sardine,saltwater,saltwater,2,20,0.1
B,sardine,silver,silver,2,20,0.1
B,sardine,silver color,silver color,18,20,0.9
B,sardine,small fish,small fish,20,20,1.0
B,sardine,strong smell,strong smell,20,20,1.0
B,sardine,used as bait,used as bait,3,20,0.15
B,sardine,used for fishing bait,used for fishing bait,1,20,0.05
B,sardine,used in cooking,used in cooking,5,20,0.25
B,sardine,used in fishing bait,used in fishing bait,3,20,0.15
B,sardine,used in pet food,used in pet food,10,20,0.5
B,sardine,used in sandwiches,used in sandwiches,6,20,0.3
B,saw,blades are sharp,blades are sharp,2,20,0.1
B,saw,can be dangerous,can be dangerous,6,20,0.3
B,saw,can be dangerous if mishandled,can be dangerous if mishandled,7,20,0.35
B,saw,can be electric,can be electric,5,20,0.25
B,saw,can be hand-held,can be hand-held,1,20,0.05
B,saw,can be hand-held or powered,can be hand-held or powered,2,20,0.1
B,saw,can be handheld or powered,can be handheld or powered,6,20,0.3
B,saw,can be manual,can be manual,2,20,0.1
B,saw,can be manual or powered,can be manual or powered,2,20,0.1
B,saw,can be powered,can be powered,4,20,0.2
B,saw,can be powered or manual,can be powered or manual,1,20,0.05
B,saw,can be used for pruning,can be used for pruning,1,20,0.05
B,saw,can be used to prune trees,can be used to prune trees,1,20,0.05
B,saw,can cause injury,can cause injury,1,20,0.05
B,saw,can cause injury if mishandled,can cause injury if mishandled,1,20,0.05
B,saw,can cut metal,can cut metal,3,20,0.15
B,saw,can cut through metal,can cut through metal,2,20,0.1
B,saw,can cut through metal with the right type,can cut through metal with the right type,3,20,0.15
B,saw,can make precise cuts,can make precise cuts,1,20,0.05
B,saw,comes in different sizes,comes in different sizes,17,20,0.85
B,saw,comes in various sizes,comes in various sizes,1,20,0.05
B,saw,cuts wood,cuts wood,9,20,0.45
B,saw,handheld tool,handheld tool,5,20,0.25
B,saw,has a blade with teeth,has a blade with teeth,6,20,0.3
B,saw,has a handle,has a handle,8,20,0.4
B,saw,has teeth,has teeth,4,20,0.2
B,saw,has teeth along the edge,has teeth along the edge,1,20,0.05
B,saw,makes a distinctive sound,makes a distinctive sound,1,20,0.05
B,saw,makes a loud noise,makes a loud noise,1,20,0.05
B,saw,makes a loud noise when used,makes a loud noise when used,4,20,0.2
B,saw,makes a rasping sound,makes a rasping sound,1,20,0.05
B,saw,makes a slicing sound,makes a slicing sound,3,20,0.15
B,saw,makes noise,makes noise,6,20,0.3
B,saw,makes noise when used,makes noise when used,1,20,0.05
B,saw,makes precise cuts,makes precise cuts,1,20,0.05
B,saw,makes sawdust,makes sawdust,1,20,0.05
B,saw,often has a handle,often has a handle,3,20,0.15
B,saw,often has teeth,often has teeth,1,20,0.05
B,saw,often stored in toolboxes,often stored in toolboxes,1,20,0.05
B,saw,often used by carpenters,often used by carpenters,3,20,0.15
B,saw,often used in construction,often used in construction,4,20,0.2
B,saw,often used with a workbench,often used with a workbench,1,20,0.05
B,saw,requires maintenance to stay sharp,requires maintenance to stay sharp,1,20,0.05
B,saw,requires regular sharpening,requires regular sharpening,1,20,0.05
B,saw,requires sharpening over time,requires sharpening over time,1,20,0.05
B,saw,requires strength to use,requires strength to use,3,20,0.15
B,saw,sharp blade,sharp blade,4,20,0.2
B,saw,sharp edge,sharp edge,1,20,0.05
B,saw,sharp teeth,sharp teeth,6,20,0.3
B,saw,stored in toolboxes,stored in toolboxes,7,20,0.35
B,saw,stored in toolboxes or workshops,stored in toolboxes or workshops,1,20,0.05
B,saw,teeth on edge,teeth on edge,1,20,0.05
B,saw,teeth on the edge,teeth on the edge,1,20,0.05
B,saw,used by carpenters,used by carpenters,5,20,0.25
B,saw,used by carpenters and diy enthusiasts,used by carpenters and DIY enthusiasts,1,20,0.05
B,saw,used for cutting wood,used for cutting wood,11,20,0.55
B,saw,used for diy projects,used for DIY projects,3,20,0.15
B,saw,used in both diy and professional settings,used in both DIY and professional settings,1,20,0.05
B,saw,used in construction,used in construction,15,20,0.75
B,saw,used in construction and carpentry,used in construction and carpentry,1,20,0.05
B,saw,various sizes,various sizes,2,20,0.1
B,saxophone,associated with sax solos in music,associated with sax solos in music,1,20,0.05
B,saxophone,associated with smooth music,associated with smooth music,1,20,0.05
B,saxophone,brass instrument,brass instrument,12,20,0.6
B,saxophone,can be alto or tenor,can be alto or tenor,11,20,0.55
B,saxophone,can be played in jazz,can be played in jazz,1,20,0.05
B,saxophone,can be played in orchestras,can be played in orchestras,1,20,0.05
B,saxophone,can be played solo or in ensembles,can be played solo or in ensembles,1,20,0.05
B,saxophone,can be solo or ensemble,can be solo or ensemble,2,20,0.1
B,saxophone,can be solo or ensemble instrument,can be solo or ensemble instrument,1,20,0.05
B,saxophone,can produce a smooth sound,can produce a smooth sound,1,20,0.05
B,saxophone,comes in different sizes,comes in different sizes,9,20,0.45
B,saxophone,curved bell,curved bell,2,20,0.1
B,saxophone,curved shape,curved shape,2,20,0.1
B,saxophone,has a bell,has a bell,1,20,0.05
B,saxophone,has a curved shape,has a curved shape,14,20,0.7
B,saxophone,has a distinctive sound,has a distinctive sound,1,20,0.05
B,saxophone,has a loud sound,has a loud sound,1,20,0.05
B,saxophone,has a mouthpiece,has a mouthpiece,2,20,0.1
B,saxophone,has a rich sound,has a rich sound,1,20,0.05
B,saxophone,"has a rich, smooth tone","has a rich, smooth tone",2,20,0.1
B,saxophone,has keys,has keys,17,20,0.85
B,saxophone,has keys and buttons,has keys and buttons,1,20,0.05
B,saxophone,has keys and pads,has keys and pads,2,20,0.1
B,saxophone,held vertically when played,held vertically when played,1,20,0.05
B,saxophone,invented by adolphe sax,invented by Adolphe Sax,8,20,0.4
B,saxophone,is a wind instrument,is a wind instrument,2,20,0.1
B,saxophone,is brass,is brass,3,20,0.15
B,saxophone,is held sideways,is held sideways,3,20,0.15
B,saxophone,is held with both hands,is held with both hands,1,20,0.05
B,saxophone,is made of metal,is made of metal,5,20,0.25
B,saxophone,is often black or silver,is often black or silver,1,20,0.05
B,saxophone,is often used in jazz,is often used in jazz,1,20,0.05
B,saxophone,is played with a reed,is played with a reed,3,20,0.15
B,saxophone,is portable,is portable,2,20,0.1
B,saxophone,is used in jazz,is used in jazz,2,20,0.1
B,saxophone,jazz instrument,jazz instrument,1,20,0.05
B,saxophone,jazz music,jazz music,3,20,0.15
B,saxophone,long body,long body,2,20,0.1
B,saxophone,makes a smooth sound,makes a smooth sound,2,20,0.1
B,saxophone,makes music,makes music,8,20,0.4
B,saxophone,often seen in bands,often seen in bands,3,20,0.15
B,saxophone,often seen in marching bands,often seen in marching bands,5,20,0.25
B,saxophone,often seen in new orleans,often seen in New Orleans,1,20,0.05
B,saxophone,often used in jazz,often used in jazz,4,20,0.2
B,saxophone,often used in solos,often used in solos,1,20,0.05
B,saxophone,played with a mouthpiece,played with a mouthpiece,1,20,0.05
B,saxophone,played with a reed,played with a reed,9,20,0.45
B,saxophone,plays jazz music,plays jazz music,1,20,0.05
B,saxophone,popular in blues and rock,popular in blues and rock,1,20,0.05
B,saxophone,popular in blues music,popular in blues music,1,20,0.05
B,saxophone,portable,portable,1,20,0.05
B,saxophone,produces a smooth sound,produces a smooth sound,7,20,0.35
B,saxophone,produces sound through a reed,produces sound through a reed,1,20,0.05
B,saxophone,produces sound when blown into,produces sound when blown into,2,20,0.1
B,saxophone,produces sound with reed,produces sound with reed,2,20,0.1
B,saxophone,produces warm tone,produces warm tone,1,20,0.05
B,saxophone,requires a reed,requires a reed,1,20,0.05
B,saxophone,requires breath control,requires breath control,8,20,0.4
B,saxophone,used in classical music,used in classical music,2,20,0.1
B,saxophone,used in jazz,used in jazz,5,20,0.25
B,saxophone,used in jazz music,used in jazz music,2,20,0.1
B,saxophone,used in marching bands,used in marching bands,2,20,0.1
B,saxophone,used in orchestras,used in orchestras,2,20,0.1
B,saxophone,uses a reed,uses a reed,2,20,0.1
B,scales,can be calibrated,can be calibrated,2,20,0.1
B,scales,can be calibrated for accuracy,can be calibrated for accuracy,5,20,0.25
B,scales,can be digital,can be digital,2,20,0.1
B,scales,can be digital or analog,can be digital or analog,1,20,0.05
B,scales,can be digital or mechanical,can be digital or mechanical,17,20,0.85
B,scales,can be mechanical,can be mechanical,2,20,0.1
B,scales,can be portable,can be portable,9,20,0.45
B,scales,can be portable or stationary,can be portable or stationary,2,20,0.1
B,scales,can be precise or rough,can be precise or rough,1,20,0.05
B,scales,can be wall-mounted,can be wall-mounted,2,20,0.1
