word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
husband,husband,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::man,man,3.9972115828325,0.018,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::man"", ""critical_item"": ""man"", ""role"": ""list_word"", ""position"": ""T2""}]"
hut,hut,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cottage,cottage,2.82930377283102,0.03,0.032,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""list_word"", ""position"": ""T15""}]"
ice,Ice; ice,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::cold; roediger2001_55::cold,cold,2.6491560213486647,0.364,0.098,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::cold"", ""critical_item"": ""Cold"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cold"", ""critical_item"": ""cold"", ""role"": ""list_word"", ""position"": ""T5""}]"
ill,ill,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::doctor; roediger2001_55::health,doctor; health,3.03582982525283,0.007,0.0125,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""list_word"", ""position"": ""T9""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::health"", ""critical_item"": ""health"", ""role"": ""list_word"", ""position"": ""T5""}]"
immigrant,immigrant,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::citizen,citizen,,0.0,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::citizen"", ""critical_item"": ""citizen"", ""role"": ""list_word"", ""position"": ""T14""}]"
impatient,Impatient,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::anxious,anxious,1.21,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::anxious"", ""critical_item"": ""Anxious"", ""role"": ""list_word"", ""position"": ""T2""}]"
inability,Inability,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::judge,judge,0.94,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::judge"", ""critical_item"": ""Judge"", ""role"": ""list_word"", ""position"": ""T3""}]"
inch,inch,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::foot,foot,2.80071707828239,0.473,0.02,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::foot"", ""critical_item"": ""foot"", ""role"": ""list_word"", ""position"": ""T12""}]"
increase,Increase,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::add,add,1.97,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::add"", ""critical_item"": ""Add"", ""role"": ""list_word"", ""position"": ""T2""}]"
infantry,Infantry; infantry,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::army; roediger2001_55::army,army,1.04,0.284,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::army"", ""critical_item"": ""Army"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::army"", ""critical_item"": ""army"", ""role"": ""list_word"", ""position"": ""T10""}]"
initial,Initial,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::danger,danger,1.52,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::danger"", ""critical_item"": ""Danger"", ""role"": ""list_word"", ""position"": ""T2""}]"
injection,injection,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::needle,needle,2.32633586092875,0.331,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::needle"", ""critical_item"": ""needle"", ""role"": ""list_word"", ""position"": ""T12""}]"
ink,ink,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::black,black,2.58319877396862,0.02,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::black"", ""critical_item"": ""black"", ""role"": ""list_word"", ""position"": ""T11""}]"
insect,insect,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::butterfly; roediger2001_55::spider,butterfly; spider,2.20951501454263,0.0,0.10300000000000001,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::butterfly"", ""critical_item"": ""butterfly"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::spider"", ""critical_item"": ""spider"", ""role"": ""list_word"", ""position"": ""T2""}]"
instrument,instrument,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::music,music,2.6170003411209,0.148,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::music"", ""critical_item"": ""music"", ""role"": ""list_word"", ""position"": ""T10""}]"
insurance,Insurance,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::sing,sing,1.52,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sing"", ""critical_item"": ""Sing"", ""role"": ""list_word"", ""position"": ""T2""}]"
ire,ire,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::anger,anger,1.17609125905568,0.179,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::anger"", ""critical_item"": ""anger"", ""role"": ""list_word"", ""position"": ""T7""}]"
iron,iron,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt; roediger2001_55::stove,shirt; stove,2.96189547366785,0.005,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T7""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::stove"", ""critical_item"": ""stove"", ""role"": ""list_word"", ""position"": ""T13""}]"
island,Island; island,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::land; roediger2001_55::long,land; long,2.62756815947182,0.0,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::land"", ""critical_item"": ""Land"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""list_word"", ""position"": ""T8""}]"
ivy,ivy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cottage,cottage,2.2380461031288,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""list_word"", ""position"": ""T12""}]"
jagged,jagged,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::rough,rough,1.47712125471966,0.128,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::rough"", ""critical_item"": ""rough"", ""role"": ""list_word"", ""position"": ""T6""}]"
jail,jail,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief; roediger2001_55::trouble,thief; trouble,3.55666426212257,0.0065,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T9""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trouble"", ""critical_item"": ""trouble"", ""role"": ""list_word"", ""position"": ""T15""}]"
jam,jam,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::bread,bread,2.8394780473742,0.054,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bread"", ""critical_item"": ""bread"", ""role"": ""list_word"", ""position"": ""T6""}]"
jazz,jazz,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::music,music,2.78461729263288,0.367,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::music"", ""critical_item"": ""music"", ""role"": ""list_word"", ""position"": ""T12""}]"
jeep,jeep,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::car,car,2.72015930340596,0.24,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::car"", ""critical_item"": ""car"", ""role"": ""list_word"", ""position"": ""T7""}]"
jelly,jelly,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::bread,bread,2.56110138364906,0.053,0.019,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bread"", ""critical_item"": ""bread"", ""role"": ""list_word"", ""position"": ""T9""}]"
jersey,jersey,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt,shirt,2.96567197122011,0.174,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T12""}]"
job,Job,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::church,church,2.1,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::church"", ""critical_item"": ""Church"", ""role"": ""list_word"", ""position"": ""T4""}]"
john,john,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::long,long,3.99466902182553,0.0,0.017,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""list_word"", ""position"": ""T4""}]"
jonathan,jonathan,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::swift,swift,,0.054,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::swift"", ""critical_item"": ""swift"", ""role"": ""list_word"", ""position"": ""T4""}]"
journey,Journey,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::trip,trip,1.87,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::trip"", ""critical_item"": ""Trip"", ""role"": ""list_word"", ""position"": ""T1""}]"
judge,Judge; judge,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::judge,roediger2001_55::justice,justice,2.76447684963793,0.014,0.096,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::judge"", ""critical_item"": ""Judge"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T4""}]"
juice,juice,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::fruit,fruit,3.13735411137073,0.035,0.027,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::fruit"", ""critical_item"": ""fruit"", ""role"": ""list_word"", ""position"": ""T12""}]"
jump,jump,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::high,high,3.55169391512722,0.072,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::high"", ""critical_item"": ""high"", ""role"": ""list_word"", ""position"": ""T6""}]"
jungle,jungle,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lion,lion,3.06145247908719,0.034,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lion"", ""critical_item"": ""lion"", ""role"": ""list_word"", ""position"": ""T3""}]"
junk,junk,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trash,trash,2.89486965674525,0.126,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trash"", ""critical_item"": ""trash"", ""role"": ""list_word"", ""position"": ""T7""}]"
jury,Jury; jury,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::equal; roediger2001_55::justice,equal; justice,2.32942737312616,0.0,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::equal"", ""critical_item"": ""Equal"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T8""}]"
justice,Justice; justice,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,roediger2001_55::justice,brainerd2020_120::liberty,liberty,2.595630343527505,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::liberty"", ""critical_item"": ""Liberty"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
justify,Justify,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::map,map,1.2,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::map"", ""critical_item"": ""Map"", ""role"": ""list_word"", ""position"": ""T3""}]"
keyboard,Keyboard,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::computer,computer,1.01,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::computer"", ""critical_item"": ""Computer"", ""role"": ""list_word"", ""position"": ""T2""}]"
keys,keys,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::car,car,3.41530729222557,0.36,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::car"", ""critical_item"": ""car"", ""role"": ""list_word"", ""position"": ""T10""}]"
kick,kick,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::foot,foot,3.57345182203549,0.039,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::foot"", ""critical_item"": ""foot"", ""role"": ""list_word"", ""position"": ""T4""}]"
king,king,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::king,,,3.8190830757437,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::king"", ""critical_item"": ""king"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
kitchen,kitchen,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::stove,stove,3.47348697006457,0.056,0.018,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::stove"", ""critical_item"": ""stove"", ""role"": ""list_word"", ""position"": ""T9""}]"
kitten,kitten,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::soft,soft,2.38381536598043,0.033,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""list_word"", ""position"": ""T13""}]"
kiwi,kiwi,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::fruit,fruit,1.61278385671974,0.709,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::fruit"", ""critical_item"": ""fruit"", ""role"": ""list_word"", ""position"": ""T4""}]"
knee,knee,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::foot,foot,2.8750612633917,0.032,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::foot"", ""critical_item"": ""foot"", ""role"": ""list_word"", ""position"": ""T14""}]"
knitting,knitting,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::needle,needle,2.06445798922692,0.135,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::needle"", ""critical_item"": ""needle"", ""role"": ""list_word"", ""position"": ""T15""}]"
knot,Knot,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::rope,rope,1.03,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::rope"", ""critical_item"": ""Rope"", ""role"": ""list_word"", ""position"": ""T1""}]"
lab,Lab,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::church,church,0.71,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::church"", ""critical_item"": ""Church"", ""role"": ""list_word"", ""position"": ""T2""}]"
lady,lady,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::beautiful; roediger2001_55::man,beautiful; man,4.04422607711268,0.1905,0.0065,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::beautiful"", ""critical_item"": ""beautiful"", ""role"": ""list_word"", ""position"": ""T9""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::man"", ""critical_item"": ""man"", ""role"": ""list_word"", ""position"": ""T4""}]"
lake,Lake; lake,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::river; roediger2001_55::cottage; roediger2001_55::river,cottage; river,2.76607277087054,0.071,0.0905,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::river"", ""critical_item"": ""River"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::river"", ""critical_item"": ""river"", ""role"": ""list_word"", ""position"": ""T3""}]"
lamb,lamb,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mutton,mutton,2.73479982958885,0.024,0.133,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mutton"", ""critical_item"": ""mutton"", ""role"": ""list_word"", ""position"": ""T1""}]"
lamp,lamp,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::lamp,,,2.81822589361396,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
land,Land,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::land,,,2.41,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::land"", ""critical_item"": ""Land"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
landfill,landfill,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trash,trash,1.82607480270083,0.186,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trash"", ""critical_item"": ""trash"", ""role"": ""list_word"", ""position"": ""T13""}]"
language,Language,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::language,,,2.16,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::language"", ""critical_item"": ""Language"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
large,Large,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::large,,,2.53,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::large"", ""critical_item"": ""Large"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
lasting,Lasting,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::forever,forever,1.08,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::forever"", ""critical_item"": ""Forever"", ""role"": ""list_word"", ""position"": ""T4""}]"
latex,latex,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::rubber,rubber,1.8750612633917,0.107,0.014,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::rubber"", ""critical_item"": ""rubber"", ""role"": ""list_word"", ""position"": ""T11""}]"
law,Law; law,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::determine; roediger2001_55::justice,determine; justice,3.091637174168725,0.031,0.171,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::determine"", ""critical_item"": ""Determine"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T2""}]"
lawn,Lawn,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::grass,grass,1.22,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::grass"", ""critical_item"": ""Grass"", ""role"": ""list_word"", ""position"": ""T1""}]"
lawyer,Lawyer; lawyer,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::real; roediger2001_55::doctor,doctor; real,2.53904897316264,0.149,0.101,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::real"", ""critical_item"": ""Real"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""list_word"", ""position"": ""T3""}]"
