candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_7de93b4974262d1f,may include specialized tools or equipment mounted on the frame,,False,
v4_9678241da86ebc4b,may include spikes or ridges for increased damage,,False,
v4_be6ff347706fddf6,may include storage compartments in the cab,,False,
v4_ee865ade31f1cff2,may include storage compartments or baskets,,False,
v4_c0803f71eaf29efa,may include storage compartments or racks for luggage,,False,
v4_575af5b8c9d0f4ff,may include storage compartments or toolboxes,,False,
v4_db7ff5f087c26b35,may include straps or loops for hanging when not in use,,False,
v4_b8b1ab9483b58f15,may include stuffing or dressing as an accompaniment,,False,
v4_bf302d58023ca27d,may include thumb holes in the cuffs for extended coverage,,False,
v4_0db971829519d970,may include ties or velcro for secure fitting,,False,
v4_cc376195909ab1ff,may include tom-toms,,False,
v4_1428f6f44cee93da,may include touch-screen friendly tips on the fingers,,False,
v4_8c8f2eb1c45547e6,may include tuning slides to adjust pitch,,False,
v4_10e8c5bc0fbcea63,may include underwire for additional support,,False,
v4_2f4bc2a0abfaa6e5,may include underwire for support and shape,,False,
v4_214721da1e13a3b3,"may include units like grams, kilograms, pounds",,False,
v4_ce455a7e9544468c,"may include units like grams, kilograms, pounds, or ounces",,False,
v4_7e615e857705d783,may include uv protection,,False,
v4_8c8af3ca0f43b3df,may include uv protection to shield skin from sun damage,,False,
v4_8cf5bb6b482b7c92,may include various attachments for different surfaces,,False,
v4_7173fa41c585cd78,may include ventilation holes for breathability,,False,
v4_4ac171cb7bdd39f1,may include ventilation holes or mesh panels for breathability,,False,
v4_4ef3dea76f7f1ed0,may include ventilation panels for breathability,,False,
v4_b8e5956c897d546d,may include vents at the back of the jacket,,False,
v4_ec3f7afda97c9d7b,may include vents for better mobility,,False,
v4_82dba33ce777d96b,may include vents or grommets for breathability,,False,
v4_3c21f57a418f233c,may include vents or slits for ease of movement,,False,
v4_dc23f0404515abe5,may include vest or tie,,False,
v4_586626b1adba04bb,may include video recording,,False,
v4_e0ad3d0b032e4c80,may include voice activation to start recording automatically,,False,
v4_edbb3dbfa7fc9d05,may include water keys to expel condensation,,False,
v4_be7fb5e9dce2aafd,may include waterproof or water-resistant materials,,False,
v4_5d3893460b5a7ea4,may include winglets to improve aerodynamics,,False,
v4_046a807ecbce013b,may include zippered pockets,,False,
v4_9d151ef8351b6120,may include zippers or buttons for closure,,False,
v4_66dab2fc17f7d1fe,may incorporate reinforcing ribs or a central boss,,False,
v4_75de3964cf152b73,may incorporate sampling capabilities for realistic sounds,,False,
v4_f6966820ef2ed921,may indicate a level of quality or performance,,False,
v4_192c100ce2091565,may indicate a position of authority or leadership,,False,
v4_68eec0b6d2a6a683,may indicate the upper surface of a flat object,,False,
v4_cb2a4b1856e51698,may induce aggressive behavior in host birds,,False,
v4_344f8bf404067d16,may influence educational curricula and standards,,False,
v4_1eb895021eb340b0,may intimidate opponents during confrontations,,False,
v4_fc0e788c40635bf5,may intimidate opponents through its appearance,,False,
v4_99baf701fab7bec8,may involve abandoning possessions,,False,
v4_1ae8a917995a8f58,may involve bending the knees slightly,,False,
v4_e7c1f42b0aedff85,may involve changes in direction,,False,
v4_4ea582024904eb29,may involve changes in direction to evade pursuit,,False,
v4_e675eca291c21f7a,"may involve changes in facial expression, such as fear",,False,
v4_ef89bfa8d56d780d,may involve changing direction suddenly,,False,
v4_d842e7618a2a334d,may involve crossing boundaries or barriers,,False,
v4_d61bb210223866b6,may involve crouching or lowering the body,,False,
v4_4f7fe02b0353a8a6,may involve crouching or lowering the body for concealment,,False,
v4_ef3273746c1811a2,may involve finding a safe place,,False,
v4_cb76b437645db590,may involve following familiar escape routes,,False,
v4_e4a4fd8f28f1aef6,may involve hiding,,False,
v4_2fb442d3049b5512,may involve hiding after fleeing,,False,
v4_45a5b6a6ef559824,may involve hiding or escaping,,False,
v4_1fea35708e5985b1,may involve hiding or seeking safety,,False,
v4_e205d1a3cd2dadb4,may involve hiding or seeking shelter,,False,
v4_5f4212008bc35588,may involve leaving a place,,False,
v4_7d88eb17be9441f0,may involve leaving a place or situation,,False,
v4_e0918c9aefd33afe,may involve leaving behind personal belongings,,False,
v4_911986db969bfc64,may involve leaving possessions behind,,False,
v4_2cb2c8ae018f9ae8,may involve looking back frequently,,False,
v4_cf390936c42109f7,may involve panting or heavy breathing,,False,
v4_29d1a1b7f142cfb7,may involve panting or heavy breathing after exertion,,False,
v4_e15ebcfe3361801b,may involve running or hiding,,False,
v4_c916212ba387e3bd,may involve running or other forms of escape,,False,
v4_66f56544ac92d3e6,may involve running or other forms of locomotion,,False,
v4_8f5652389a178a7e,may involve running or other forms of quick escape,,False,
v4_e339101c4e5b6c94,may involve running or other forms of quick locomotion,,False,
v4_1098432cc0f0077a,may involve seeking cover or a safe place,,False,
v4_d9d7aaf6b8543125,may involve seeking cover or hiding,,False,
v4_d830be345fad84ce,may involve sudden changes in direction,,False,
v4_4641d2e18eefc99f,may involve sweating,,False,
v4_0c48821d058d0a9f,may involve sweating or other stress responses,,False,
v4_64652a212477fc22,may involve using obstacles to create distance,,False,
v4_2b66d5bacc9db10f,may knead soft surfaces,,False,
v4_d991dd46981de518,may land on surfaces to rest or feed,,False,
v4_6d4507e886d715c3,may land on surfaces to rest or lay eggs,,False,
v4_3e0bbbb1ee20d398,may lay eggs in organic material,,False,
v4_2078bc6e98759014,may lead to displacement,,False,
v4_9deb73dfde0987e5,may lead to displacement or migration,,False,
v4_966b9046d8514580,may lead to safety,,False,
v4_6bffbf2f925c15c4,may lead to temporary safety,,False,
v4_dcd58d379977ad47,may leave a chisel mark that needs sanding or smoothing,,False,
v4_8a0baad534291ced,may leave a distinctive aroma in the kitchen,,False,
v4_58c49be839d29b60,may leave a distinctive circular wear pattern,,False,
v4_5e4157b4f3cf1b23,may leave a distinctive pattern on cut surfaces,,False,
v4_50f926ad12ef22d2,may leave a distinctive pattern or finish on the surface,,False,
v4_ad13db3d28f6b58a,may leave a distinctive pattern or texture on the surface being worked,,False,
v4_92f6057910790951,may leave a hole when removed,,False,
v4_0806dec0091b2460,may leave a ridge of soil at the edge of a field,,False,
v4_125e3fd6ea6acedb,may leave a ridge of soil behind,,False,
v4_d91b0a7a2f6464d0,may leave a ridge of soil on either side of the furrow,,False,
v4_053e2e0c49a1fd6e,may leave a rough edge after cutting,,False,
v4_82d2778235d7f1d0,may leave a slight burnt smell after use,,False,
v4_a015a560f01fff55,may leave a small hole when removed,,False,
v4_f28f27a6c3abddd9,may leave a smoke trail when fired,,False,
v4_c99fdafc2361a168,may leave a trail of displaced water or dust,,False,
v4_8cfc6c4f23d509aa,may leave a visible mark on surfaces it strikes,,False,
v4_724b4b501d15ff84,may leave a visible mark when used forcefully,,False,
v4_66cb7e57b9e9094b,may leave behind a smoky residue after detonation,,False,
v4_cda839803edd9a20,may leave behind sawdust or debris,,False,
v4_0240f4c34c6deb66,may leave behind sawdust when cutting through material,,False,
v4_a4fc197f72788050,may leave behind shrapnel or debris,,False,
v4_707deb2ed1a13030,may leave bristle marks on the surface if not used carefully,,False,
v4_30eda5b9859eee3a,may leave brush strokes on the painted surface,,False,
v4_e604f6c5df4dcb83,may leave characteristic stroke patterns on surfaces,,False,
v4_4078fc8092281456,may leave coffee grounds in a separate chamber,,False,
v4_48e57b132352b119,may leave contrails in the sky,,False,
v4_51fd5da354e7a760,may leave distinct brush stroke patterns on surfaces,,False,
v4_77bd07c39236f3f4,may leave distinct brush strokes on surfaces,,False,
v4_806d4d94e205b73f,may leave distinct brush strokes on the painted surface,,False,
v4_8e989c7a6d0d2b18,may leave distinct stroke patterns,,False,
v4_2f5b90b0dfe0a71c,may leave distinct stroke patterns depending on the bristle type,,False,
v4_bc224e2999b2b803,may leave distinctive bruising or marks on an attacker,,False,
v4_c8cd95fe22830016,may leave distinctive marks on projectiles,,False,
v4_959a45e58351b48a,may leave distinctive marks on surfaces,,False,
v4_140889771261434b,may leave distinctive marks on the target,,False,
v4_cf7bb62c265c4e68,may leave distinctive marks on the worked surface,,False,
v4_9a2349f4302cf5b5,may leave distinctive marks or gouges on surfaces,,False,
v4_e598dee0c67c3a6d,may leave distinctive marks or injuries,,False,
v4_92cb71f58149470f,may leave fine scratches on surfaces,,False,
v4_15715048dbb768db,may leave food unevenly heated,,False,
v4_7387896b016364c4,may leave grass clippings on the lawn if not bagged,,False,
v4_eb7edbb50710baa2,may leave hot spots in unevenly distributed food,,False,
v4_e5d35039dcf6ba26,may leave marks on surfaces if not padded,,False,
v4_569fc028ea96c5f8,may leave marks on the projectile from the rubber bands,,False,
v4_d04f9d52e545c6b6,may leave marks or damage on surfaces when used forcefully,,False,
v4_bf093c4f40fbed95,may leave marks or indentations on surfaces,,False,
v4_6ad0cedad5b78b83,may leave marks or wear on the pouch from repeated use,,False,
v4_6118cc5d0e43c3ad,may leave marks or welts on surfaces or skin,,False,
v4_162ef0ab30a6126b,may leave metal bristles behind after use,,False,
v4_66459603a5f34a04,may leave possessions behind,,False,
v4_1970725a11618ba8,may leave residue on the surface after use,,False,
v4_6cc02e7f3e46f021,may leave residue or shrapnel,,False,
v4_65a823d7a44ea21b,may leave residue or shrapnel that can be identified,,False,
v4_c587eba921bc5205,may leave sediment at the bottom of the pot,,False,
v4_9eca519d88c14cb6,may leave sediment in the pot if not filtered properly,,False,
v4_6fa5db9e0bc7e3f4,may leave shrapnel or debris after detonation,,False,
v4_1103390869dc6797,"may leave small metal bristles behind after use, requiring careful handling",,False,
v4_e0d85c7abc1e4d22,may leave texture marks on surfaces,,False,
v4_b5c2670f1e56e703,may leave texture or patterns on the painted surface,,False,
v4_37e58c81a5d84b94,may leave texture or smooth finish based on bristle type,,False,
v4_3521e9871f5d2bf2,may leave texture or strokes on the painted surface,,False,
v4_4081653325c31ee0,may leave texture or strokes on the surface,,False,
v4_28d5e9be0a717030,may leave the user's back exposed if not part of a formation,,False,
v4_a89c48cf112c172a,may leave tracks in the snow,,False,
v4_f7e8e56f1bbdac59,may leave tracks on soft surfaces,,False,
v4_6397f0d6678a21a9,may leave tracks or trails in the snow,,False,
v4_562e7d510f3f41bf,may leave visible contrails in the sky,,False,
v4_e8e66f1bf131d01d,may leave visible smoke trail after launch,,False,
v4_d6e985b2d128dd26,may leave visible smoke trails,,False,
v4_f89bbf8e57b1ac41,may leave visible smoke trails from the projectile,,False,
v4_c9bd25142292da8b,may leave visible tool marks on the surface,,False,
v4_02f9e88eb008db80,may lose color in dimly lit environments,,False,
v4_870b3c8e4ecb2936,may make a buzzing sound while flying,,False,
v4_9f9f60febef53f36,may migrate long distances seasonally,,False,
v4_d1f95836e1d8997c,may migrate over long distances,,False,
v4_deb5cd23064d222b,may migrate to deeper waters during winter,,False,
v4_d801c5032662b27f,may mimic leaves or debris for camouflage,,False,
v4_94218edc0a75ec83,may mulch grass clippings back into the lawn,,False,
v4_f93d5d4a0dbd504c,may mulch grass clippings to fertilize soil,,False,
v4_c2546660f834b2a1,may need fuel stabilizer for seasonal storage,,False,
v4_83d087e573e4e216,may need oiling to prevent rust,,False,
v4_233f0683db41a570,may need periodic dressing to maintain optimal cutting performance,,False,
v4_b14dfb56b14a0248,may need periodic safety inspections,,False,
v4_fe585e1eda7eaed7,may need sharpening,,False,
v4_4c56b76843397ece,may need sharpening after extended use,,False,
v4_89674943531e0945,may need to be dragged or lifted onto a trailer for transport,,False,
v4_4a5820cb230d0a74,may need to be replaced regularly,,False,
v4_58f8883aedc80e3c,may nest in abandoned rodent burrows or dense vegetation,,False,
v4_d9f1d0fa8804985d,may nest in cavities it excavates in trees,,False,
v4_4432a5503ff51ff3,may nibble on algae and plants in their environment,,False,
v4_bc75cb9b4d9c23c6,may nibble on algae in their environment,,False,
v4_c45f69e12ee3be0f,may nibble on aquarium plants,,False,
v4_b08e47d2522622e9,may occur in response to a threat,,False,
v4_5cf002596393012e,may offer amenities like a gym or pool,,False,
v4_fab75dde3dad01fb,may offer amenities like air conditioning and music,,False,
v4_9c031f1254acdaee,may offer amenities like air conditioning and water bottles,,False,
v4_cb8e93f518dabf09,may offer amenities like dining and lounges,,False,
v4_614acfdb0ddc77ec,"may offer amenities like food, drinks, or facilities",,False,
v4_f7de915a26e1a769,may offer cash and card payment options,,False,
v4_5ded12b073bcc339,may offer dining facilities,,False,
v4_5ed5eefed5b5a2b2,may offer exclusive benefits,,False,
v4_91b6ee7eff790004,may offer exclusive benefits or privileges,,False,
v4_45faad584e374587,may offer flat rates for certain destinations,,False,
v4_6cecf15d6996241f,may offer luggage storage for travelers,,False,
v4_47652b6fb0ad4edc,"may offer payment options beyond cash, such as credit cards",,False,
v4_2fcd9a0632450f61,may offer recreational activities,,False,
v4_e06e45cbe91cc93a,may offer various amenities,,False,
v4_3399b1799b32242d,may operate on a shift system with different drivers,,False,
v4_b832fa0cf520d6b5,"may organize events, activities, or competitions",,False,
v4_1168b8865da33e8e,may originate from a point source like the sun or a lamp,,False,
v4_9804d02d057ae994,may outgrow small living spaces if given enough room,,False,
v4_697274d95d332c96,may overlap each other,,False,
v4_0153a8ea1b3c208c,"may overwinter as adults, eggs, or pupae depending on the species",,False,
v4_84ce3a91e61276fd,may perch on wires or branches when resting,,False,
v4_310b7817f0403b6e,may perform elaborate courtship displays involving bill-clapping and feather erection,,False,
v4_c15d59e342d8239e,may pill after repeated use,,False,
v4_f3afab3dc8f966b0,may pill or bobble over time from wear,,False,
v4_a5096f5e63ecea42,may pill or fray over time,,False,
v4_12166a110e0f1e11,may pill over time from wear,,False,
v4_11761f807698ecc3,may play a role in controlling insect populations,,False,
v4_18bc800f1e64863b,may play a role in nutrient cycling,,False,
v4_5ef01dc7fd0a46b9,may play a role in pollination,,False,
v4_8987d3f5d6fc1f03,may play a role in pollination while feeding on flowers,,False,
v4_9d155b6f0021d0df,may play a role in soil aeration,,False,
v4_2ec1d59116933109,may play a role in spreading bacteria and allergens,,False,
v4_2526cc6e9ace55ac,may play dead when threatened,,False,
v4_546dbd7541bf92f8,may possess sharp teeth for carnivorous diets,,False,
v4_7037dd117f60bc09,may produce a clicking sound when opened and closed,,False,
v4_5e8622f2234b641e,may produce a distinctive sound when opened,,False,
v4_a107acdaa1d2df2d,may produce a hissing sound as steam escapes,,False,
v4_570578cc49c1e286,may produce a hissing sound during operation,,False,
v4_93fc8deda10b5e02,may produce a humming or fan noise when operating,,False,
v4_0ea5ed600793330a,may produce a loud report when fired,,False,
v4_a57d968d4a5bd5ad,may produce a metallic sound when struck,,False,
v4_427b003fc1a7c3aa,may produce a ringing sound when struck,,False,
v4_a980f46f8d77a3df,may produce a sound when opened,,False,
v4_01d0e4e2d5b42402,may produce a thudding sound when struck,,False,
v4_468aee40c813339e,may produce defensive chemicals,,False,
v4_60a28d443434364d,may produce different sounds based on the angle and pressure applied,,False,
v4_5ef9833f7d635b98,may produce dust,,False,
v4_ea136a0e4f930085,may produce dust and debris,,False,
v4_d10028229724a5d7,may produce dust or debris,,False,
v4_96ebbc242822584e,may produce dust or debris as a byproduct,,False,
v4_adbaa96282b7d936,may produce dust or debris that needs collection,,False,
v4_6c391fa803d0dbd4,may produce fine dust that needs to be controlled,,False,
v4_76b38decbf53f8cc,may produce hormones or enzymes,,False,
v4_e4a2dbc090ea6674,may produce hormones or other signaling molecules,,False,
v4_3cf527b2a43a674d,may produce noise during operation,,False,
v4_9340f2735f4e3b97,may produce secretions or hormones,,False,
v4_f0ee227a88f60d68,may produce shell fragments,,False,
v4_a142651611e9d56b,may produce significant noise,,False,
v4_cb5cffa2f66972ac,may produce smoke if toast is overcooked,,False,
v4_d75fb5375c19af56,"may produce sounds (e.g., heartbeat)",,False,
v4_c944954a81e4d795,"may produce sounds (e.g., heartbeat, breathing)",,False,
v4_7db21c1148a66623,may produce sounds or vibrations during function,,False,
v4_bd45f8585abfce7e,may produce sparks when grinding metal,,False,
v4_ddbfe01add933c90,may produce sparks when used on metal surfaces,,False,
v4_e939827acbb6078b,may produce vibrations that can be felt when in use,,False,
v4_e2a43e9536f07e84,may provide assistance to passengers with disabilities,,False,
v4_03fe70f9737a5bed,may provide community service or charitable activities,,False,
v4_6057883ebd6b1499,may provide uv protection,,False,
v4_cb446850a98ae6aa,may puff up or flatten body to appear larger,,False,
v4_17c3532635bb73b0,may puff up or flatten body to appear larger or smaller,,False,
v4_5a45c83d0f992313,may purr when content or stressed,,False,
v4_b8e94410f0f96511,may rattle or hiss as a defensive warning,,False,
v4_bc5a0aa82a94d3f8,may refer to a rank or degree in a hierarchy,,False,
v4_ea432779916a7347,may refer to a type of fish,,False,
v4_0f4ac904e3b6d821,may refer to a type of fish with a flat body,,False,
v4_c8fbf4283e95cd16,may regenerate or repair itself to some extent,,False,
v4_d17f089f844802e7,may release defensive chemicals,,False,
v4_b4d5e1caacf9a44c,may represent a direction or path in diagrams,,False,
v4_1e23641547121e85,may represent a line extending from a point in diagrams or illustrations,,False,
v4_4f3573ef8755c50f,may represent a musical instrument when metal,,False,
v4_7f439edc6943079c,may require a chase crew for landing support,,False,
v4_473a05951bd3275e,may require a chase vehicle for landing and recovery,,False,
v4_0f091f564c4ffedd,may require a coin or token to unlock,,False,
v4_fdd51bcae1e06c7b,may require a helmet and protective gear for safe operation,,False,
v4_b5e29aa9d042301d,may require a helmet for safe operation,,False,
v4_1e3b22eeb5fa31c7,may require a helmet for safety,,False,
v4_70b9392bdba1fc1a,may require a second person for reloading,,False,
v4_ec205c945833f106,may require a second person to load ammunition,,False,
v4_75087c63167989a3,may require a special driver's license for larger models,,False,
v4_23442822bc07ee98,may require a special license to tow,,False,
v4_f81fc3ee00ef7cc5,may require a specific tool for adjustment,,False,
v4_5325820d6b41e63c,may require a team to operate effectively,,False,
v4_f6802068de082710,may require a twisting motion,,False,
v4_870e989c5906f229,may require a two-person team for effective use,,False,
v4_23c73dd42fa3f121,may require artificial support to function properly,,False,
v4_38e830d684df6c97,may require batteries,,False,
v4_ae8aed076b121869,may require blade sharpening or replacement,,False,
v4_b55956551289e435,may require blood supply,,False,
v4_4495c5dafdeac13d,may require blood supply for function,,False,
v4_f10ae59513060143,may require calibration,,False,
v4_16a85d8000e6ab8a,may require calibration for precision,,False,
v4_5c231e19b2633bb3,may require cleaning after use,,False,
v4_32f5ca1e7e7efd05,may require cleaning with a brush to remove stuck food,,False,
v4_f074bddf9b39069d,may require de-icing before takeoff in cold weather,,False,
v4_c7c8113c1c8634f9,may require different pressures for different nuts,,False,
v4_c2f82903d5d86ed0,may require dry cleaning,,False,
v4_fd5c3a5d6076fc12,may require extensive ground support equipment,,False,
v4_3246eea7e2c563cd,may require fuel or electricity to operate,,False,
v4_12bdecb5723c177f,may require fuel refills for gas-powered models,,False,
v4_2db4093ab1d602c2,may require ironing to remove wrinkles,,False,
v4_123605dc653377d0,may require maintenance like sharpening,,False,
v4_ea69693983e1c643,may require maintenance like waxing or oiling,,False,
v4_fc715a9737ceeaf5,may require maintenance of a fuel system,,False,
v4_a13654300b7bd3e3,may require maintenance such as oil changes and spark plug replacement,,False,
v4_dec2b2850ecfa27e,may require maintenance such as waxing for smoother gliding,,False,
v4_39f066b15f8b11ec,may require maintenance to ensure smooth operation,,False,
v4_a301582edfebef40,may require maintenance to keep the rubber bands functional,,False,
v4_45e49a9008c209f1,may require manual force,,False,
v4_39a466bda2f8e3e6,may require manual twisting or pressing,,False,
v4_81bea2485c1ff4d0,may require mechanical support in medical settings,,False,
v4_a554ba21e2f94e8b,may require membership,,False,
v4_73e99f8bfdab9861,may require monitoring to prevent over-brewing,,False,
v4_6dbf2f35f3068da6,may require occasional wire replacement,,False,
v4_1ad0b40647dad8b4,may require periodic blade sharpening,,False,
v4_ff9db7802bd63f26,may require periodic blade sharpening or replacement,,False,
v4_6c9df4367a796837,may require periodic cleaning and maintenance,,False,
v4_1a795144097f98af,may require periodic cooling to prevent overheating,,False,
v4_69f6184b73173e7c,may require periodic dressing to maintain effectiveness,,False,
v4_ef1fd895ea33ab24,may require periodic maintenance like oiling and blade sharpening,,False,
v4_b9afe39baad88cb4,may require periodic maintenance or lubrication,,False,
v4_e210b4c7e8b2da1c,may require periodic maintenance such as polishing or repair,,False,
v4_18775db77b5601f7,may require periodic maintenance to ensure smooth operation,,False,
v4_d2966cd46e035802,may require periodic maintenance to function smoothly,,False,
v4_419ca4716c93d928,may require periodic maintenance to keep the adjustment mechanism smooth,,False,
v4_06f2cce1f30e987f,may require periodic oil changes and filter cleaning,,False,
v4_f56ec4cb721de0bd,may require periodic replacement of bristles due to wear,,False,
v4_3acc2e1f85f965c3,may require periodic replacement of the bristle head,,False,
v4_bf873b6359f5c33e,may require periodic sharpening of the blade,,False,
v4_f7b34082eda2643c,may require periodic wire replacement due to wear,,False,
v4_051805f415084d66,may require permits and regulations for flight,,False,
v4_2fe2de969f6b2b1e,may require physical effort to return uphill,,False,
v4_08365cd43065c065,may require practice to achieve accuracy,,False,
v4_eb2889ad66bb5a47,may require pressing or steaming to maintain a smooth appearance,,False,
v4_4106318c04178560,may require protective gloves,,False,
v4_043eb28b50af8170,may require registration or licensing,,False,
v4_42778741c66c40ff,may require regular blade sharpening or replacement,,False,
v4_c2ed94acb638d613,may require regular cleaning to maintain sound quality,,False,
v4_3f03c300a6c838db,may require regular maintenance,,False,
v4_0e51c4f5f993ecf2,may require regular maintenance and tuning,,False,
v4_1a2154b0cb319380,may require regular maintenance like chain lubrication,,False,
v4_6d7bd790ffb810e0,may require regular maintenance like oiling and cleaning,,False,
v4_73028e6520b2dfa2,"may require regular maintenance, such as reed cleaning and leather care",,False,
v4_c44a86296d2113ba,may require regular sharpening and maintenance,,False,
v4_e878f6af7f496dfa,may require regular sharpening to maintain effectiveness,,False,
v4_042a3c8f2cb5d038,may require reshaping after use to maintain form,,False,
v4_b7176e0ee0d80cfc,may require safety chains for secure attachment,,False,
v4_5282e0aa533734e3,may require safety gear for use,,False,
v4_ba58f1c4d31fe959,may require safety gear like ear protection,,False,
v4_a331c15d73c41087,may require safety gear like gloves and goggles,,False,
v4_8765e77dc6f785dd,may require safety goggles,,False,
v4_750801105559ee4e,may require safety precautions,,False,
v4_96ab7a11f623b407,may require safety precautions to operate,,False,
v4_11ac05ee645d2aec,may require seasonal maintenance,,False,
v4_3e6800920ca734fd,may require shaping or reshaping after cleaning,,False,
v4_704e684fd50e582b,may require sharpening after extended use,,False,
v4_e7e1ca37bb56d900,may require sharpening after use,,False,
v4_3018546fc7e9b482,may require sharpening for optimal performance,,False,
v4_264d8cc6d205338b,may require sharpening to maintain effectiveness,,False,
v4_31f5b96b7b5a3019,may require soaking before first use to remove manufacturing residues,,False,
v4_283711f504668f0c,may require soaking or rinsing before and after use,,False,
v4_93b7179c14cc17fb,may require special care instructions,,False,
v4_2bc92668fd77fc19,may require special care instructions to maintain elasticity,,False,
v4_60fb4f3324afafa3,may require special care to maintain appearance,,False,
v4_fa3383d078d76f9b,may require special care when washing,,False,
v4_9d10ec13a3a93350,may require special detergents to maintain color and fabric integrity,,False,
v4_081e48c501853be3,may require special facilities like hangars for storage,,False,
v4_bfff2297b5640ddd,may require special handling or safety protocols,,False,
v4_62d542d041155695,may require special licensing or permits for operation,,False,
v4_72ce9c99f90850c2,may require special licensing or permits for operation on public roads,,False,
v4_e327bce06be80f2b,may require special permits and regulations for flight,,False,
v4_2af0b1b8606249f6,may require special permits and regulations for operation in certain areas,,False,
v4_fb26850001dbe61b,may require special permits for civilian ownership,,False,
v4_ef1a57d69f459e76,may require special permits for long-term parking,,False,
v4_eafa9453d30290f8,may require specialized maintenance and operating skills,,False,
v4_478cc3fb5dbaafdf,may require specialized maintenance and storage,,False,
v4_58103ee0eb6ef240,may require specialized maintenance and storage facilities,,False,
v4_755f8689d2814feb,may require specialized maintenance due to its unique design,,False,
v4_9e3c4d10254ffe8e,may require specialized medical monitoring,,False,
v4_0f38ecdeaf350fbe,may require specialized training to operate safely,,False,
v4_fa7cc65a07e18dc2,may require specialized training to use effectively,,False,
v4_3323d490bd79cac0,may require specific software or permissions to access,,False,
v4_d48fb152ef072fdf,may require specific software to open,,False,
v4_fe074c3bbe6eb446,may require specific software to open or edit,,False,
v4_fa6f86003f15381e,may require surgical intervention for treatment,,False,
v4_cdd8efd8e9e891df,may require two hands for effective use,,False,
v4_d700934d67621fb8,may require two hands to operate,,False,
v4_c408b2b60eaeffbd,may require two hands to operate effectively,,False,
v4_090c80dd62f1fa4c,may require two-handed operation for larger nuts,,False,
v4_62d5b9ce9f777e2c,may require washing after multiple uses,,False,
v4_92a7d108a402e109,may require washing after several wears,,False,
v4_2fafabab901240b8,may require water cooling,,False,
v4_9b2f74328ae0075b,may require water cooling for certain applications,,False,
v4_af48fdcf58bdd5c4,may require water cooling to prevent damage or overheating,,False,
v4_94e60e97c8f02cdb,may require water cooling to prevent overheating,,False,
v4_086d4cada7aa6dbc,may return later,,False,
v4_1793bd13e0695378,may roost in groups called colonies,,False,
v4_02c65ab24f30fa19,may roost in man-made structures like attics,,False,
v4_3d52f679dedb0771,may rust if exposed to moisture,,False,
v4_5424977888279fe7,may rust over time,,False,
v4_c5f41e15e7583f0a,may rust over time if exposed to moisture,,False,
v4_56262c23c31f693b,may rust over time if not treated,,False,
v4_9593f3350290c59c,may secrete silk from spinnerets,,False,
v4_d58992bb18ac00c2,may secrete toxins,,False,
v4_6eba6745d2b59eb4,may serve as a decorative kitchen item when not in use,,False,
v4_453dcb061b586a0e,may serve as a fashion accessory,,False,
v4_b404670a2af98858,may serve as a handle for attaching tools or objects,,False,
v4_644dc4bb58926f13,may serve as a makeshift stretcher or carrying device,,False,
v4_76aa87f3c19f99f7,may serve as a perch for birds or insects,,False,
v4_e8a555f10ac054d2,may serve as a personal accessory or uniform,,False,
v4_de945cffa82feecf,may serve as a point of attachment or connection,,False,
v4_0846d58b5541958b,may serve as a support for plants in gardening,,False,
v4_3a7c6ad36cee37a6,may serve as a temporary shelter in emergencies,,False,
v4_98cdaf09ba7d775c,may serve as a tool for poking or prodding objects,,False,
v4_da0ee99629943626,may serve food and beverages with a menu,,False,
v4_4cfeb996db3af4d4,may serve food and drinks,,False,
v4_816e12462ad3733e,may share road space with other vehicles and pedestrians,,False,
v4_ab3349552ecf32d8,may shatter if used improperly,,False,
v4_13f1646c7ddcf2ec,may shatter or break into sharp fragments,,False,
v4_a5411244343ddff4,may shed,,False,
v4_c2f29f4d30d75fe2,may shed its skin periodically as it grows,,False,
v4_0ca69c32d0e79aea,may shed or fall off naturally,,False,
v4_886e6dcea4ffbed6,may shed or regenerate over time,,False,
v4_23603755b7ef0c7f,may shed seasonally,,False,
v4_9926f68a0d851d54,may show fading or distressing over time,,False,
v4_1aab994f2880c71e,may show signs of wear and fading over time,,False,
v4_a18487aaa5063583,may show signs of wear and rust over time,,False,
v4_9ebce00ac14838d4,may show signs of wear and use over time,,False,
v4_e75badc03e4b1c83,may show signs of wear or corrosion over time,,False,
v4_0f60382679631785,may show signs of wear or marks from use,,False,
v4_669bd43665df04e4,may show signs of wear or rust over time,,False,
v4_950fbd6eea0ad9a3,may show signs of wear or scratches,,False,
v4_6c8265332adda67e,may show wear patterns on the jaws from frequent use,,False,
v4_d8b60d8f89eb3ac5,may shrink after the first wash if not pre-shrunk,,False,
v4_c72288da267dc068,may shrink if not cared for properly,,False,
v4_2d0c30a116787cff,may shrink if washed improperly,,False,
v4_6c5909ed69fbdce9,may shrink if washed in hot water,,False,
v4_10594964b1887758,may shrink when washed in hot water,,False,
v4_38dfc0a1b8764a24,may snap or break under pressure,,False,
v4_8551e6864bcbce45,may store food in crevices for later consumption,,False,
v4_135f0db275c224be,may store food in crevices or bark for later consumption,,False,
v4_f8b31a97fdd300dd,may stretch under heavy loads,,False,
v4_3078fbda2980d283,may stretch under heavy loads depending on material,,False,
v4_21374d36817247f4,may support climbing plants or vines in gardens,,False,
