prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
B,subway train,fixed route,fixed route,2,20,0.1
B,subway train,frequent service,frequent service,2,20,0.1
B,subway train,frequent stops,frequent stops,1,20,0.05
B,subway train,has designated stations,has designated stations,8,20,0.4
B,subway train,has doors that open and close,has doors that open and close,2,20,0.1
B,subway train,has doors that open and close automatically,has doors that open and close automatically,3,20,0.15
B,subway train,has multiple cars,has multiple cars,16,20,0.8
B,subway train,has seating and standing areas,has seating and standing areas,3,20,0.15
B,subway train,has seating for passengers,has seating for passengers,1,20,0.05
B,subway train,has stations,has stations,1,20,0.05
B,subway train,high capacity,high capacity,3,20,0.15
B,subway train,lighted interior,lighted interior,1,20,0.05
B,subway train,map and signage system,map and signage system,1,20,0.05
B,subway train,maps and signage,maps and signage,1,20,0.05
B,subway train,may have advertisements,may have advertisements,1,20,0.05
B,subway train,may have seating and standing room,may have seating and standing room,1,20,0.05
B,subway train,moves underground,moves underground,15,20,0.75
B,subway train,multiple carriages,multiple carriages,3,20,0.15
B,subway train,multiple cars connected,multiple cars connected,1,20,0.05
B,subway train,noise in tunnels,noise in tunnels,1,20,0.05
B,subway train,noise pollution,noise pollution,1,20,0.05
B,subway train,often has advertisements,often has advertisements,4,20,0.2
B,subway train,often has advertisements inside,often has advertisements inside,4,20,0.2
B,subway train,often has maps and signs,often has maps and signs,1,20,0.05
B,subway train,often operates in cities,often operates in cities,1,20,0.05
B,subway train,often part of a larger transit system,often part of a larger transit system,1,20,0.05
B,subway train,often part of a network,often part of a network,1,20,0.05
B,subway train,often runs frequently,often runs frequently,1,20,0.05
B,subway train,operates in cities,operates in cities,10,20,0.5
B,subway train,operates on fixed tracks,operates on fixed tracks,1,20,0.05
B,subway train,operates on tracks,operates on tracks,3,20,0.15
B,subway train,provides a faster alternative to surface traffic,provides a faster alternative to surface traffic,1,20,0.05
B,subway train,provides public transit,provides public transit,1,20,0.05
B,subway train,provides public transportation,provides public transportation,11,20,0.55
B,subway train,provides quick travel through cities,provides quick travel through cities,1,20,0.05
B,subway train,provides urban transportation,provides urban transportation,1,20,0.05
B,subway train,public transit,public transit,2,20,0.1
B,subway train,public transit system,public transit system,1,20,0.05
B,subway train,runs on schedules,runs on schedules,2,20,0.1
B,subway train,runs on tracks,runs on tracks,13,20,0.65
B,subway train,tracks,tracks,1,20,0.05
B,subway train,underground transportation,underground transportation,5,20,0.25
B,subway train,urban environment,urban environment,3,20,0.15
B,subway train,used for public transportation,used for public transportation,1,20,0.05
B,subway train,used for urban transportation,used for urban transportation,1,20,0.05
B,subway train,used in urban areas,used in urban areas,2,20,0.1
B,subway train,uses electricity,uses electricity,9,20,0.45
B,suit,associated with power dressing,associated with power dressing,2,20,0.1
B,suit,associated with professional settings,associated with professional settings,1,20,0.05
B,suit,associated with professionalism,associated with professionalism,17,20,0.85
B,suit,available in various colors and patterns,available in various colors and patterns,2,20,0.1
B,suit,business professional,business professional,2,20,0.1
B,suit,can be custom tailored,can be custom tailored,1,20,0.05
B,suit,can be made of wool or other fabrics,can be made of wool or other fabrics,1,20,0.05
B,suit,can be paired with a tie,can be paired with a tie,1,20,0.05
B,suit,can be rented for events,can be rented for events,2,20,0.1
B,suit,can be rented for special occasions,can be rented for special occasions,1,20,0.05
B,suit,can be single or double-breasted,can be single or double-breasted,6,20,0.3
B,suit,can be single-breasted or double-breasted,can be single-breasted or double-breasted,1,20,0.05
B,suit,can be tailored,can be tailored,2,20,0.1
B,suit,can be tailored for a custom fit,can be tailored for a custom fit,1,20,0.05
B,suit,can be tailored for fit,can be tailored for fit,15,20,0.75
B,suit,can be two-piece or three-piece with vest,can be two-piece or three-piece with vest,1,20,0.05
B,suit,can be uncomfortable in warm weather,can be uncomfortable in warm weather,1,20,0.05
B,suit,can include a vest,can include a vest,3,20,0.15
B,suit,comes in various colors,comes in various colors,4,20,0.2
B,suit,comes in various colors and patterns,comes in various colors and patterns,5,20,0.25
B,suit,"comes in various colors, commonly black or navy","comes in various colors, commonly black or navy",1,20,0.05
B,suit,"comes in various colors, usually dark shades","comes in various colors, usually dark shades",1,20,0.05
B,suit,comfort varies by material,comfort varies by material,1,20,0.05
B,suit,consists of jacket and trousers,consists of jacket and trousers,17,20,0.85
B,suit,formal attire,formal attire,20,20,1.0
B,suit,includes accessories like ties and cufflinks,includes accessories like ties and cufflinks,1,20,0.05
B,suit,includes accessories like ties and pocket squares,includes accessories like ties and pocket squares,1,20,0.05
B,suit,includes jacket and trousers,includes jacket and trousers,2,20,0.1
B,suit,made from wool or cotton,made from wool or cotton,2,20,0.1
B,suit,made from wool or synthetic fabrics,made from wool or synthetic fabrics,1,20,0.05
B,suit,made of wool or cotton,made of wool or cotton,3,20,0.15
B,suit,may include a vest,may include a vest,2,20,0.1
B,suit,often black or navy,often black or navy,3,20,0.15
B,suit,often made of wool,often made of wool,9,20,0.45
B,suit,often paired with a tie,often paired with a tie,6,20,0.3
B,suit,often worn for business,often worn for business,4,20,0.2
B,suit,paired with a tie and dress shirt,paired with a tie and dress shirt,1,20,0.05
B,suit,paired with a tie or scarf,paired with a tie or scarf,1,20,0.05
B,suit,paired with dress shirt,paired with dress shirt,1,20,0.05
B,suit,requires dry cleaning,requires dry cleaning,1,20,0.05
B,suit,requires tailoring for a proper fit,requires tailoring for a proper fit,1,20,0.05
B,suit,symbolizes power and authority,symbolizes power and authority,1,20,0.05
B,suit,typically has a matching vest (waistcoat),typically has a matching vest (waistcoat),1,20,0.05
B,suit,typically has two or three buttons,typically has two or three buttons,1,20,0.05
B,suit,typically made of wool or silk,typically made of wool or silk,1,20,0.05
B,suit,typically two-piece,typically two-piece,3,20,0.15
B,suit,typically worn for business,typically worn for business,8,20,0.4
B,suit,used in legal and corporate settings,used in legal and corporate settings,6,20,0.3
B,suit,usually comes in dark colors,usually comes in dark colors,2,20,0.1
B,suit,usually comes in neutral colors,usually comes in neutral colors,2,20,0.1
B,suit,usually made of wool,usually made of wool,3,20,0.15
B,suit,worn by both men and women,worn by both men and women,3,20,0.15
B,suit,worn by men and women,worn by men and women,3,20,0.15
B,suit,worn for business,worn for business,2,20,0.1
B,suit,worn for business or special occasions,worn for business or special occasions,4,20,0.2
B,suit,worn for interviews,worn for interviews,1,20,0.05
B,suit,worn for special occasions,worn for special occasions,1,20,0.05
B,suit,worn in legal and corporate settings,worn in legal and corporate settings,1,20,0.05
B,suit,worn on special occasions,worn on special occasions,4,20,0.2
B,suit,worn with a dress shirt and tie,worn with a dress shirt and tie,1,20,0.05
B,suit,worn with a tie,worn with a tie,2,20,0.1
B,suit,worn with a tie and dress shirt,worn with a tie and dress shirt,2,20,0.1
B,swallow,aerial feeder,aerial feeder,15,20,0.75
B,swallow,aerial insectivore,aerial insectivore,2,20,0.1
B,swallow,aerodynamic flight,aerodynamic flight,3,20,0.15
B,swallow,agile in flight,agile in flight,1,20,0.05
B,swallow,bird species,bird species,4,20,0.2
B,swallow,blue and white plumage,blue and white plumage,2,20,0.1
B,swallow,blue-black plumage,blue-black plumage,1,20,0.05
B,swallow,blue-black upperparts,blue-black upperparts,1,20,0.05
B,swallow,builds mud nests,builds mud nests,8,20,0.4
B,swallow,cultural symbol of loyalty,cultural symbol of loyalty,1,20,0.05
B,swallow,distinctive forked tail,distinctive forked tail,1,20,0.05
B,swallow,forked tail,forked tail,7,20,0.35
B,swallow,insectivorous,insectivorous,11,20,0.55
B,swallow,insectivorous diet,insectivorous diet,7,20,0.35
B,swallow,known for migration,known for migration,1,20,0.05
B,swallow,known for swift flight,known for swift flight,1,20,0.05
B,swallow,long pointed wings,long pointed wings,2,20,0.1
B,swallow,migratory,migratory,11,20,0.55
B,swallow,migratory behavior,migratory behavior,8,20,0.4
B,swallow,nest building,nest building,2,20,0.1
B,swallow,nest under eaves,nest under eaves,1,20,0.05
B,swallow,nests in mud structures,nests in mud structures,9,20,0.45
B,swallow,nests on cliffs or buildings,nests on cliffs or buildings,1,20,0.05
B,swallow,often seen near water,often seen near water,12,20,0.6
B,swallow,slender body,slender body,1,20,0.05
B,swallow,small bird,small bird,16,20,0.8
B,swallow,small size,small size,2,20,0.1
B,swallow,social species,social species,1,20,0.05
B,swallow,swift and graceful,swift and graceful,1,20,0.05
B,swallow,swift flight,swift flight,16,20,0.8
B,swallow,swift flying speed,swift flying speed,1,20,0.05
B,swallow,symbol of hope,symbol of hope,3,20,0.15
B,swallow,symbol of spring,symbol of spring,15,20,0.75
B,swallow,symbol of spring's arrival,symbol of spring's arrival,2,20,0.1
B,swallow,used in idioms,used in idioms,4,20,0.2
B,swallow,"used in idioms (e.g., 'one swallow does not make a summer')","used in idioms (e.g., 'one swallow does not make a summer')",4,20,0.2
B,swallow,used in idioms and metaphors,used in idioms and metaphors,1,20,0.05
B,swallow,used in idioms like 'swallow one's pride',used in idioms like 'swallow one's pride',2,20,0.1
B,swallow,v-shaped tail,v-shaped tail,11,20,0.55
B,swallow,vocal chirping,vocal chirping,5,20,0.25
B,swallow,vocalizations include chirps,vocalizations include chirps,1,20,0.05
B,swallow,white underparts,white underparts,2,20,0.1
B,swan,can be aggressive,can be aggressive,10,20,0.5
B,swan,can be aggressive when threatened,can be aggressive when threatened,7,20,0.35
B,swan,carnivorous diet,carnivorous diet,2,20,0.1
B,swan,cultural symbol in literature and art,cultural symbol in literature and art,1,20,0.05
B,swan,eats aquatic plants,eats aquatic plants,2,20,0.1
B,swan,eats aquatic plants and small animals,eats aquatic plants and small animals,2,20,0.1
B,swan,feathers are used in luxury items,feathers are used in luxury items,2,20,0.1
B,swan,feathers used for decoration,feathers used for decoration,1,20,0.05
B,swan,feathers used for decoration and writing,feathers used for decoration and writing,1,20,0.05
B,swan,feathers used in luxury items,feathers used in luxury items,3,20,0.15
B,swan,feathers used in quills,feathers used in quills,1,20,0.05
B,swan,featured in fairy tales and myths,featured in fairy tales and myths,1,20,0.05
B,swan,featured in folklore and mythology,featured in folklore and mythology,4,20,0.2
B,swan,feeds on aquatic plants,feeds on aquatic plants,2,20,0.1
B,swan,female is called a pen,female is called a pen,1,20,0.05
B,swan,flight capable,flight capable,1,20,0.05
B,swan,flight capable but less common,flight capable but less common,1,20,0.05
B,swan,found in parks and lakes,found in parks and lakes,1,20,0.05
B,swan,found in wetlands,found in wetlands,2,20,0.1
B,swan,graceful swimmer,graceful swimmer,13,20,0.65
B,swan,graceful swimming,graceful swimming,3,20,0.15
B,swan,inspiration for art and literature,inspiration for art and literature,1,20,0.05
B,swan,inspiration for fairy tales,inspiration for fairy tales,1,20,0.05
B,swan,known for monogamous relationships,known for monogamous relationships,1,20,0.05
B,swan,large white bird,large white bird,10,20,0.5
B,swan,large wingspan,large wingspan,1,20,0.05
B,swan,lays eggs,lays eggs,9,20,0.45
B,swan,lays eggs in nests near water,lays eggs in nests near water,3,20,0.15
B,swan,lays eggs in water,lays eggs in water,1,20,0.05
B,swan,lays large eggs,lays large eggs,1,20,0.05
B,swan,lives in freshwater habitats,lives in freshwater habitats,6,20,0.3
B,swan,lives in ponds and lakes,lives in ponds and lakes,1,20,0.05
B,swan,long curved neck,long curved neck,6,20,0.3
B,swan,long graceful neck,long graceful neck,4,20,0.2
B,swan,long neck,long neck,10,20,0.5
B,swan,loud honking call,loud honking call,1,20,0.05
B,swan,loud trumpeting call,loud trumpeting call,1,20,0.05
B,swan,male is called a cob,male is called a cob,1,20,0.05
B,swan,mates for life,mates for life,1,20,0.05
B,swan,migratory bird,migratory bird,1,20,0.05
B,swan,migratory in some regions,migratory in some regions,1,20,0.05
B,swan,migratory in some species,migratory in some species,14,20,0.7
B,swan,monogamous,monogamous,1,20,0.05
B,swan,monogamous pairing,monogamous pairing,2,20,0.1
B,swan,monogamous pairs,monogamous pairs,2,20,0.1
B,swan,often found in pairs,often found in pairs,1,20,0.05
B,swan,often found in parks,often found in parks,1,20,0.05
B,swan,often mates for life,often mates for life,1,20,0.05
B,swan,often monogamous,often monogamous,2,20,0.1
B,swan,often seen in pairs,often seen in pairs,2,20,0.1
B,swan,often seen in pairs or flocks,often seen in pairs or flocks,1,20,0.05
B,swan,often seen in pairs or groups,often seen in pairs or groups,1,20,0.05
B,swan,often symbolizes beauty,often symbolizes beauty,5,20,0.25
B,swan,often symbolizes love and beauty,often symbolizes love and beauty,1,20,0.05
B,swan,pair bonds can last for years,pair bonds can last for years,1,20,0.05
B,swan,pairs can mate for life,pairs can mate for life,1,20,0.05
B,swan,powerful wings,powerful wings,2,20,0.1
B,swan,powerful wings for flying,powerful wings for flying,1,20,0.05
B,swan,protected in many countries,protected in many countries,1,20,0.05
B,swan,protected species,protected species,1,20,0.05
B,swan,protective of young,protective of young,2,20,0.1
B,swan,strong family bonds,strong family bonds,1,20,0.05
B,swan,strong flyer over long distances,strong flyer over long distances,1,20,0.05
B,swan,strong swimmers,strong swimmers,1,20,0.05
B,swan,strong wings,strong wings,2,20,0.1
B,swan,symbol of beauty,symbol of beauty,2,20,0.1
B,swan,symbol of elegance,symbol of elegance,8,20,0.4
B,swan,symbol of elegance and beauty,symbol of elegance and beauty,4,20,0.2
B,swan,territorial during breeding season,territorial during breeding season,1,20,0.05
B,swan,trumpet-like call,trumpet-like call,3,20,0.15
B,swan,used in fairy tales,used in fairy tales,2,20,0.1
B,swan,white feathers,white feathers,10,20,0.5
B,sweater,available in different sizes,available in different sizes,1,20,0.05
B,sweater,"available in different styles (e.g., v-neck, turtleneck)","available in different styles (e.g., V-neck, turtleneck)",1,20,0.05
B,sweater,available in many colors,available in many colors,6,20,0.3
B,sweater,available in many colors and patterns,available in many colors and patterns,1,20,0.05
B,sweater,can be casual or dressy,can be casual or dressy,1,20,0.05
B,sweater,can be casual or formal,can be casual or formal,7,20,0.35
B,sweater,can be itchy if made from certain materials,can be itchy if made from certain materials,1,20,0.05
B,sweater,can be knitted or crocheted,can be knitted or crocheted,2,20,0.1
B,sweater,can be layered,can be layered,2,20,0.1
B,sweater,can be layered over shirts or blouses,can be layered over shirts or blouses,1,20,0.05
B,sweater,can be loose or fitted,can be loose or fitted,1,20,0.05
B,sweater,can be machine washed,can be machine washed,2,20,0.1
B,sweater,can be machine-washable,can be machine-washable,2,20,0.1
B,sweater,can be machine-washable or hand-wash only,can be machine-washable or hand-wash only,1,20,0.05
B,sweater,can be machine-washed,can be machine-washed,8,20,0.4
B,sweater,can be machine-washed or hand-washed,can be machine-washed or hand-washed,2,20,0.1
B,sweater,can be made from wool,can be made from wool,1,20,0.05
B,sweater,can be made from wool or synthetic materials,can be made from wool or synthetic materials,2,20,0.1
B,sweater,"can be made from wool, cotton, or synthetic materials","can be made from wool, cotton, or synthetic materials",1,20,0.05
B,sweater,can be pullover or cardigan,can be pullover or cardigan,10,20,0.5
B,sweater,can be pullover or cardigan style,can be pullover or cardigan style,3,20,0.15
B,sweater,can have patterns like stripes or cables,can have patterns like stripes or cables,1,20,0.05
B,sweater,can have patterns or designs,can have patterns or designs,1,20,0.05
B,sweater,can have pockets or decorative elements,can have pockets or decorative elements,1,20,0.05
B,sweater,comes in various colors,comes in various colors,6,20,0.3
B,sweater,comes in various colors and patterns,comes in various colors and patterns,7,20,0.35
B,sweater,comes in various styles,comes in various styles,4,20,0.2
B,sweater,"comes in various styles (v-neck, crew neck)","comes in various styles (V-neck, crew neck)",1,20,0.05
B,sweater,"comes in various styles (v-neck, turtleneck)","comes in various styles (V-neck, turtleneck)",1,20,0.05
B,sweater,comes in various styles like v-neck or turtleneck,comes in various styles like V-neck or turtleneck,1,20,0.05
B,sweater,common in fall and winter,common in fall and winter,1,20,0.05
B,sweater,commonly worn as a casual garment,commonly worn as a casual garment,1,20,0.05
B,sweater,commonly worn during cold weather,commonly worn during cold weather,2,20,0.1
B,sweater,commonly worn during colder months,commonly worn during colder months,2,20,0.1
B,sweater,fashion accessory,fashion accessory,3,20,0.15
B,sweater,knitted,knitted,6,20,0.3
B,sweater,made from knitted fabric,made from knitted fabric,4,20,0.2
B,sweater,made from wool or synthetic fibers,made from wool or synthetic fibers,4,20,0.2
B,sweater,made of knitted fabric,made of knitted fabric,8,20,0.4
B,sweater,made of wool or cotton,made of wool or cotton,1,20,0.05
B,sweater,made of wool or synthetic fibers,made of wool or synthetic fibers,1,20,0.05
B,sweater,may have a ribbed hem and cuffs,may have a ribbed hem and cuffs,1,20,0.05
B,sweater,may have a v-neck or round neck,may have a v-neck or round neck,1,20,0.05
B,sweater,may have patterns like stripes or cable knit,may have patterns like stripes or cable knit,1,20,0.05
B,sweater,may have patterns or designs,may have patterns or designs,3,20,0.15
B,sweater,may pill with wear,may pill with wear,1,20,0.05
B,sweater,may shrink if washed improperly,may shrink if washed improperly,1,20,0.05
B,sweater,often has a collar,often has a collar,9,20,0.45
B,sweater,often has a collar or neckline,often has a collar or neckline,1,20,0.05
B,sweater,often has long sleeves,often has long sleeves,4,20,0.2
B,sweater,often made of wool,often made of wool,1,20,0.05
B,sweater,"often made of wool, cotton, or synthetic fibers","often made of wool, cotton, or synthetic fibers",1,20,0.05
B,sweater,often used for layering,often used for layering,1,20,0.05
B,sweater,often used in cold weather,often used in cold weather,6,20,0.3
B,sweater,provides comfort,provides comfort,2,20,0.1
B,sweater,provides comfort and coziness,provides comfort and coziness,1,20,0.05
B,sweater,provides comfort and insulation,provides comfort and insulation,1,20,0.05
B,sweater,provides insulation against cold weather,provides insulation against cold weather,1,20,0.05
B,sweater,provides warmth,provides warmth,2,20,0.1
B,sweater,sometimes has patterns or designs,sometimes has patterns or designs,2,20,0.1
B,sweater,sometimes itchy,sometimes itchy,1,20,0.05
B,sweater,sometimes itchy against the skin,sometimes itchy against the skin,1,20,0.05
B,sweater,sometimes made from wool,sometimes made from wool,2,20,0.1
B,sweater,sometimes used for layering,sometimes used for layering,1,20,0.05
B,sweater,typically has long sleeves,typically has long sleeves,1,20,0.05
B,sweater,typically long-sleeved,typically long-sleeved,2,20,0.1
B,sweater,typically made from wool or synthetic fibers,typically made from wool or synthetic fibers,1,20,0.05
B,sweater,"typically made of wool, cotton, or synthetic fibers","typically made of wool, cotton, or synthetic fibers",1,20,0.05
B,sweater,typically worn during colder weather,typically worn during colder weather,1,20,0.05
B,sweater,used as a layering piece,used as a layering piece,2,20,0.1
B,sweater,used for casual or formal wear,used for casual or formal wear,2,20,0.1
B,sweater,used for insulation,used for insulation,3,20,0.15
B,sweater,used in cold weather,used in cold weather,3,20,0.15
B,sweater,warm,warm,6,20,0.3
B,sweater,warm fabric,warm fabric,1,20,0.05
B,sweater,worn for warmth,worn for warmth,11,20,0.55
B,sweater,worn in cold weather,worn in cold weather,1,20,0.05
B,sweater,worn over shoulders,worn over shoulders,1,20,0.05
B,sweater,worn over the torso,worn over the torso,7,20,0.35
B,sword,appears in mythology and literature,appears in mythology and literature,1,20,0.05
B,sword,associated with knights and samurai,associated with knights and samurai,1,20,0.05
B,sword,can be ceremonial,can be ceremonial,1,20,0.05
B,sword,can be ceremonial or decorative,can be ceremonial or decorative,1,20,0.05
B,sword,can be decorative,can be decorative,10,20,0.5
B,sword,can be double-edged,can be double-edged,3,20,0.15
B,sword,can be double-edged or single-edged,can be double-edged or single-edged,1,20,0.05
B,sword,can be made of metal,can be made of metal,2,20,0.1
B,sword,can be ornamental,can be ornamental,5,20,0.25
B,sword,featured in mythology,featured in mythology,9,20,0.45
B,sword,featured in mythology and folklore,featured in mythology and folklore,2,20,0.1
B,sword,featured in mythology and literature,featured in mythology and literature,4,20,0.2
B,sword,handle or hilt,handle or hilt,6,20,0.3
B,sword,has a crossguard,has a crossguard,1,20,0.05
B,sword,hilt for grip,hilt for grip,10,20,0.5
B,sword,hilt for gripping,hilt for gripping,4,20,0.2
B,sword,historically significant,historically significant,1,20,0.05
B,sword,made of metal,made of metal,4,20,0.2
B,sword,"made of metal, typically steel","made of metal, typically steel",1,20,0.05
B,sword,may have decorative elements,may have decorative elements,1,20,0.05
B,sword,often ceremonial,often ceremonial,1,20,0.05
B,sword,often ceremonial or symbolic,often ceremonial or symbolic,1,20,0.05
B,sword,often has a crossguard,often has a crossguard,1,20,0.05
B,sword,often made of metal,often made of metal,13,20,0.65
B,sword,often symbolizes power,often symbolizes power,1,20,0.05
B,sword,often symbolizes power or authority,often symbolizes power or authority,2,20,0.1
B,sword,often used in ceremonies,often used in ceremonies,1,20,0.05
B,sword,requires skill to wield,requires skill to wield,12,20,0.6
B,sword,requires skill to wield effectively,requires skill to wield effectively,5,20,0.25
B,sword,sharp blade,sharp blade,20,20,1.0
B,sword,sometimes adorned with decorations,sometimes adorned with decorations,1,20,0.05
B,sword,symbol of authority,symbol of authority,9,20,0.45
B,sword,symbol of power,symbol of power,4,20,0.2
B,sword,symbol of power and authority,symbol of power and authority,3,20,0.15
B,sword,used for slashing and thrusting,used for slashing and thrusting,1,20,0.05
B,sword,used in ceremonies,used in ceremonies,12,20,0.6
B,sword,used in combat,used in combat,20,20,1.0
B,sword,used in fencing,used in fencing,2,20,0.1
B,sword,used in fencing sports,used in fencing sports,3,20,0.15
B,sword,varies in length,varies in length,1,20,0.05
B,sword,various lengths and styles,various lengths and styles,16,20,0.8
B,sword,various lengths and weights,various lengths and weights,1,20,0.05
B,sword,"various types (e.g., katana, rapier)","various types (e.g., katana, rapier)",2,20,0.1
B,swordfish,can grow over 14 feet,can grow over 14 feet,3,20,0.15
B,swordfish,can grow over 14 feet long,can grow over 14 feet long,4,20,0.2
B,swordfish,can grow up to 14 feet,can grow up to 14 feet,4,20,0.2
B,swordfish,can grow up to 14 feet long,can grow up to 14 feet long,8,20,0.4
B,swordfish,can swim at high speeds,can swim at high speeds,3,20,0.15
B,swordfish,carnivorous diet,carnivorous diet,19,20,0.95
B,swordfish,commercially fished,commercially fished,12,20,0.6
B,swordfish,commercially important,commercially important,2,20,0.1
B,swordfish,commercially important for fishing,commercially important for fishing,1,20,0.05
B,swordfish,commercially valuable,commercially valuable,2,20,0.1
B,swordfish,common in temperate and tropical waters,common in temperate and tropical waters,2,20,0.1
B,swordfish,common in tropical and temperate waters,common in tropical and temperate waters,1,20,0.05
B,swordfish,deep-sea dweller,deep-sea dweller,2,20,0.1
B,swordfish,delicately flavored meat,delicately flavored meat,5,20,0.25
B,swordfish,"edible, firm white flesh","edible, firm white flesh",1,20,0.05
B,swordfish,elongated bill like a sword,elongated bill like a sword,5,20,0.25
B,swordfish,elongated bill used for hunting,elongated bill used for hunting,1,20,0.05
B,swordfish,elongated body,elongated body,2,20,0.1
B,swordfish,elongated sword-like upper jaw,elongated sword-like upper jaw,2,20,0.1
B,swordfish,fast swimmer,fast swimmer,17,20,0.85
B,swordfish,firm white flesh,firm white flesh,1,20,0.05
B,swordfish,"firm, white flesh","firm, white flesh",1,20,0.05
B,swordfish,"flat, sword-like bill","flat, sword-like bill",1,20,0.05
B,swordfish,found in temperate and tropical waters,found in temperate and tropical waters,3,20,0.15
B,swordfish,found in tropical and temperate waters,found in tropical and temperate waters,4,20,0.2
B,swordfish,found in warm oceans,found in warm oceans,3,20,0.15
B,swordfish,found in warm oceans worldwide,found in warm oceans worldwide,2,20,0.1
B,swordfish,"has a firm, white flesh","has a firm, white flesh",1,20,0.05
B,swordfish,high in mercury,high in mercury,1,20,0.05
B,swordfish,large marine fish,large marine fish,20,20,1.0
B,swordfish,"long, flat bill","long, flat bill",9,20,0.45
B,swordfish,migratory behavior,migratory behavior,4,20,0.2
B,swordfish,migratory patterns,migratory patterns,1,20,0.05
B,swordfish,migratory species,migratory species,13,20,0.65
B,swordfish,oceanic predator,oceanic predator,1,20,0.05
B,swordfish,often caught for sport fishing,often caught for sport fishing,2,20,0.1
B,swordfish,often caught using longline fishing methods,often caught using longline fishing methods,1,20,0.05
B,swordfish,often grilled or baked,often grilled or baked,2,20,0.1
B,swordfish,often served as a food dish,often served as a food dish,1,20,0.05
B,swordfish,often served grilled or baked,often served grilled or baked,1,20,0.05
B,swordfish,often used in cooking,often used in cooking,1,20,0.05
B,swordfish,often used in cooking and grilling,often used in cooking and grilling,1,20,0.05
B,swordfish,partially warm-blooded,partially warm-blooded,1,20,0.05
B,swordfish,popular in cuisine,popular in cuisine,3,20,0.15
B,swordfish,popular in seafood cuisine,popular in seafood cuisine,2,20,0.1
B,swordfish,predatory fish,predatory fish,1,20,0.05
B,swordfish,prominent sword-like bill,prominent sword-like bill,2,20,0.1
B,swordfish,protected in some areas due to overfishing,protected in some areas due to overfishing,1,20,0.05
B,swordfish,protected in some regions,protected in some regions,1,20,0.05
B,swordfish,regulated due to overfishing concerns,regulated due to overfishing concerns,1,20,0.05
B,swordfish,scientific name xiphias gladius,scientific name Xiphias gladius,2,20,0.1
B,swordfish,sought after by sport fishermen,sought after by sport fishermen,1,20,0.05
B,swordfish,streamlined body,streamlined body,5,20,0.25
B,swordfish,used in cooking,used in cooking,1,20,0.05
B,swordfish,used in cooking and cuisine,used in cooking and cuisine,1,20,0.05
B,swordfish,used in cuisine,used in cuisine,2,20,0.1
B,swordfish,valuable in commercial fisheries,valuable in commercial fisheries,1,20,0.05
B,swordfish,valued in commercial fishing,valued in commercial fishing,1,20,0.05
B,swordfish,warm-blooded,warm-blooded,2,20,0.1
B,swordfish,warm-blooded in core body,warm-blooded in core body,1,20,0.05
B,swordfish,warm-blooded in core regions,warm-blooded in core regions,1,20,0.05
B,synthesizer,can be analog or digital,can be analog or digital,6,20,0.3
B,synthesizer,can be hardware or software,can be hardware or software,1,20,0.05
B,synthesizer,can be modular or standalone,can be modular or standalone,1,20,0.05
B,synthesizer,can be programmed and customized,can be programmed and customized,1,20,0.05
B,synthesizer,can be programmed and sampled,can be programmed and sampled,1,20,0.05
B,synthesizer,can be programmed and saved,can be programmed and saved,1,20,0.05
B,synthesizer,can be software or hardware,can be software or hardware,4,20,0.2
B,synthesizer,can be software or hardware-based,can be software or hardware-based,1,20,0.05
B,synthesizer,can create a wide range of sounds,can create a wide range of sounds,6,20,0.3
B,synthesizer,can create a wide range of tones,can create a wide range of tones,4,20,0.2
B,synthesizer,can create a wide range of tones and textures,can create a wide range of tones and textures,1,20,0.05
B,synthesizer,can create complex sounds,can create complex sounds,1,20,0.05
B,synthesizer,can create various timbres,can create various timbres,1,20,0.05
B,synthesizer,can create various tones,can create various tones,2,20,0.1
B,synthesizer,can emulate acoustic instruments,can emulate acoustic instruments,3,20,0.15
B,synthesizer,can emulate other instruments,can emulate other instruments,1,20,0.05
B,synthesizer,can emulate traditional instruments,can emulate traditional instruments,5,20,0.25
B,synthesizer,can emulate traditional instruments or create new sounds,can emulate traditional instruments or create new sounds,1,20,0.05
B,synthesizer,can mimic acoustic instruments,can mimic acoustic instruments,1,20,0.05
B,synthesizer,can mimic natural instruments,can mimic natural instruments,2,20,0.1
B,synthesizer,can mimic traditional instruments,can mimic traditional instruments,1,20,0.05
B,synthesizer,can produce a wide range of tones,can produce a wide range of tones,1,20,0.05
B,synthesizer,capable of complex sound manipulation,capable of complex sound manipulation,1,20,0.05
B,synthesizer,capable of creating sound effects,capable of creating sound effects,1,20,0.05
B,synthesizer,capable of creating unique sound effects,capable of creating unique sound effects,2,20,0.1
B,synthesizer,capable of creating unique sounds,capable of creating unique sounds,1,20,0.05
B,synthesizer,capable of layering multiple sounds,capable of layering multiple sounds,1,20,0.05
B,synthesizer,capable of polyphonic sound,capable of polyphonic sound,1,20,0.05
B,synthesizer,capable of polyphonic sound production,capable of polyphonic sound production,1,20,0.05
B,synthesizer,capable of producing complex soundscapes,capable of producing complex soundscapes,1,20,0.05
B,synthesizer,common in pop and electronic music,common in pop and electronic music,1,20,0.05
B,synthesizer,common in studio and live performances,common in studio and live performances,1,20,0.05
B,synthesizer,digital or analog,digital or analog,1,20,0.05
B,synthesizer,electronic music instrument,electronic music instrument,6,20,0.3
